Bioassay_ID,Host_ID,Host_Category,Host_Description,Strain_ID,Media_Type,Date_Innoculated,Bioassay_Date,Username,Bioassay_Type,Pathogen_Name,Pathogen_Only_Control,Bioassay_Activity,Bioassay_Notes,Notes,original score,score classification,simplified score
BID21111,p3-HID238,Human,Umbilicus,LK1219,Brain Heart Infusion,2020-07-23,2020-08-30,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID21112,p3-HID238,Human,Umbilicus,LK1219,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0
BID21113,p3-HID238,Human,Umbilicus,LK1219,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0
BID21114,p3-HID238,Human,Umbilicus,LK1219,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID21115,p3-HID238,Human,Umbilicus,LK1219,Brain Heart Infusion,2020-07-23,2020-08-30,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID21116,p3-HID238,Human,Umbilicus,LK1219,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID21117,p3-HID238,Human,Umbilicus,LK1219,Brain Heart Infusion,2020-07-23,2020-08-30,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID21118,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID21119,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID21120,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0
BID21121,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Mycobacterium smegmatis - PID1,no,yes,,,-1,no data,-1
BID21122,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID21123,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID21124,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID21125,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID21126,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID21127,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID21128,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID21129,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID21130,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID21131,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID21132,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID21133,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID21134,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID21135,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID21136,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0
BID21137,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0
BID21138,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID21139,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID21140,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID21141,p3-HID225,Human,Nare,LK1220,Brain Heart Infusion,2020-07-23,2020-08-30,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID21142,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID21143,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID21144,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0
BID21145,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Mycobacterium smegmatis - PID1,no,no,,,-1,no data,-1
BID21146,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID21147,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID21148,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID21149,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID21150,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID21151,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID21152,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID21153,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID21154,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID21155,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID21156,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID21157,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID21158,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID21159,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID21160,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0
BID21161,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0
BID21162,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID21163,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID21164,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID21165,p3-HID228,Human,Volar forearm,LK1222,Brain Heart Infusion,2020-07-23,2020-08-30,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID21166,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID21167,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID21168,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0
BID21169,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Mycobacterium smegmatis - PID1,no,yes,,,-1,no data,-1
BID21170,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID21171,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID21172,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID21173,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID21174,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID21175,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID21176,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID21177,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID21178,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID21179,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID21180,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID21181,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID21182,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID21183,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID21184,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida albicans (K1) - PID39,yes,yes,,,2,zone of inhibition,1
BID21185,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0
BID21186,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID21187,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID21188,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID21189,p3-HID228,Human,Volar forearm,LK1223,Brain Heart Infusion,2020-07-23,2020-08-30,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID21190,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID21191,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID21192,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus subtilis - PID29,yes,yes,,,2,zone of inhibition,1
BID21193,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Mycobacterium smegmatis - PID1,no,no,,,-1,no data,-1
BID21194,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID21195,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID21196,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID21197,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID21198,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Escherichia coli - PID37,yes,yes,,,3,complete inhibition,2
BID21199,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID21200,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID21201,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID21202,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID21203,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID21204,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID21205,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID21206,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID21207,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID21208,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida albicans (K1) - PID39,yes,yes,,,2,zone of inhibition,1
BID21209,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida sp. - PID36,yes,yes,,,2,zone of inhibition,1
BID21210,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID21211,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID21212,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID21213,p3-HID228,Human,Volar forearm,LK1224,Brain Heart Infusion,2020-07-23,2020-08-30,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID21214,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID21215,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID21216,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus subtilis - PID29,yes,no,,,1,no inhibition,0
BID21217,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Mycobacterium smegmatis - PID1,no,no,,,-1,no data,-1
BID21218,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID21219,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID21220,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID21221,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID21222,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID21223,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID21224,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID21225,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID21226,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID21227,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID21228,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID21229,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID21230,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID21231,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID21232,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0
BID21233,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0
BID21234,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID21235,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID21236,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID21237,p3-HID229,Human,Antecubital fossa,LK1225,Brain Heart Infusion,2020-07-23,2020-08-30,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID21238,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID21239,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID21240,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus subtilis - PID29,yes,yes,,,2,zone of inhibition,1
BID21241,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Mycobacterium smegmatis - PID1,no,no,,,-1,no data,-1
BID21242,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID21243,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID21244,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID21245,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
BID21246,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Escherichia coli - PID37,yes,no,,,1,no inhibition,0
BID21247,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa (PAO1) - PID38,yes,no,,,1,no inhibition,0
BID21248,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Pseudomonas aeruginosa 27873 - PID25,yes,no,,,1,no inhibition,0
BID21249,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterobacter cloacae - PID17,yes,no,,,1,no inhibition,0
BID21250,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Klebsiella oxytoca - PID21,yes,no,,,1,no inhibition,0
BID21251,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Citrobacter freundii - PID22,yes,no,,,1,no inhibition,0
BID21252,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Proteus vulgaris - PID24,yes,no,,,1,no inhibition,0
BID21253,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Serratia marcescens 8055 - PID31,yes,no,,,1,no inhibition,0
BID21254,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Acinetobacter baumannii - PID42,yes,no,,,1,no inhibition,0
BID21255,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Cryptococcus neoformans (H99) - PID49,yes,no,,,1,no inhibition,0
BID21256,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida albicans (K1) - PID39,yes,no,,,1,no inhibition,0
BID21257,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Candida sp. - PID36,yes,no,,,1,no inhibition,0
BID21258,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichosporon asahii - PID56,yes,no,,,1,no inhibition,0
BID21259,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Metarhizium sp. - PID43,no,no,,,-1,no data,-1
BID21260,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Trichoderma sp. - PID44,no,no,,,-1,no data,-1
BID21261,p3-HID229,Human,Antecubital fossa,LK1226,Brain Heart Infusion,2020-07-23,2020-08-30,,,Aspergillus flavus - PID14,yes,no,,,1,no inhibition,0
BID21262,p3-HID229,Human,Antecubital fossa,LK1227,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus aureus (MRSA) - PID40,yes,no,,,1,no inhibition,0
BID21263,p3-HID229,Human,Antecubital fossa,LK1227,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus cereus - PID30,yes,no,,,1,no inhibition,0
BID21264,p3-HID229,Human,Antecubital fossa,LK1227,Brain Heart Infusion,2020-07-23,2020-08-30,,,Bacillus subtilis - PID29,yes,yes,,,2,zone of inhibition,1
BID21265,p3-HID229,Human,Antecubital fossa,LK1227,Brain Heart Infusion,2020-07-23,2020-08-30,,,Mycobacterium smegmatis - PID1,no,no,,,-1,no data,-1
BID21266,p3-HID229,Human,Antecubital fossa,LK1227,Brain Heart Infusion,2020-07-23,2020-08-30,,,Norcardia corynebacteroides - PID5,yes,no,,,1,no inhibition,0
BID21267,p3-HID229,Human,Antecubital fossa,LK1227,Brain Heart Infusion,2020-07-23,2020-08-30,,,Staphylococcus epidermidis - PID18,yes,no,,,1,no inhibition,0
BID21268,p3-HID229,Human,Antecubital fossa,LK1227,Brain Heart Infusion,2020-07-23,2020-08-30,,,Micrococcus luteus - PID19,yes,no,,,1,no inhibition,0
BID21269,p3-HID229,Human,Antecubital fossa,LK1227,Brain Heart Infusion,2020-07-23,2020-08-30,,,Enterococcus faecalis - PID41,yes,no,,,1,no inhibition,0
