n	n:500	L50	min	N75	N50	N25	E-size	max	sum	name
218	218	47	1582	8968	17187	25452	19368	67581	2427104	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-030_S121_bin.4.fasta
13	13	4	8961	240787	275285	337334	275370	439192	2466068	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-031_S122_bin.1.fasta
296	296	62	1500	5437	9560	15903	15366	95292	2044959	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-031_S122_bin.2.fasta
100	100	9	1094	16151	52245	182158	93560	302648	1915377	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-032_S123_bin.1.fasta
1472	1472	456	1002	1570	2285	3352	2671	9792	3077192	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-032_S123_bin.2.fasta
18	18	3	8961	112472	279905	489710	307911	569157	2465801	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-032_S123_bin.3.fasta
702	702	241	995	1272	1663	2336	2074	10048	1168858	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-032_S123_bin.4.fasta
924	924	298	1001	1278	1724	2611	2258	13723	1604402	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-032_S123_bin.5.fasta
336	336	77	1006	5186	7981	13954	10485	35513	2111798	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-032_S123_bin.6.fasta
35	35	4	2110	55375	218207	233977	237954	587410	2463412	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-033_S124_bin.1.fasta
323	323	70	1502	5175	9031	16577	11687	36201	2108032	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-033_S124_bin.2.fasta
174	174	32	1014	7937	12830	28590	18832	53120	1601889	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.1.fasta
34	34	6	3147	43334	111949	243937	137843	302444	2059586	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.10.fasta
38	38	9	6069	46122	69048	125322	86323	179304	2066810	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.11.fasta
338	338	83	1006	3387	5614	8642	6467	20758	1399167	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.12.fasta
181	181	30	1058	12059	23905	34779	31206	92357	2395867	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.13.fasta
62	62	13	2734	29372	62376	89407	59734	112680	2105355	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.14.fasta
254	254	51	1028	6934	13459	22017	16545	49079	2250701	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.15.fasta
36	36	7	2031	50050	76286	101170	92262	242936	1486062	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.16.fasta
46	46	12	4556	47900	71914	103794	82214	200205	2400690	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.2.fasta
54	54	12	2630	41658	59242	81671	77073	224004	2153937	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.3.fasta
286	286	69	1001	4553	7435	10785	8195	23740	1514532	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.4.fasta
213	213	44	1515	6388	13053	22753	15768	42926	1867188	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.5.fasta
48	48	10	1871	34778	64746	91006	69726	187406	1767762	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.6.fasta
246	246	52	1043	6222	10171	17873	13442	47245	1803635	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.7.fasta
45	45	6	2149	45146	109404	303740	161218	361758	2654995	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.8.fasta
401	401	98	1518	3216	5746	9298	6794	20474	1774932	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-034_S125_bin.9.fasta
566	566	141	999	3034	4746	8011	5947	20467	2181550	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-035_S126_bin.1.fasta
683	683	181	1003	1860	3012	4922	3721	16688	1744872	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-035_S126_bin.2.fasta
497	497	125	1005	2778	4439	6957	5462	22490	1785917	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-035_S126_bin.3.fasta
432	432	106	1509	3816	6647	10708	8127	24640	2248783	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-035_S126_bin.4.fasta
229	229	48	1544	5610	11247	16953	12187	32954	1646505	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-035_S126_bin.5.fasta
425	425	89	1538	4021	7436	13517	9769	36971	2298479	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-035_S126_bin.6.fasta
64	64	10	1078	25734	43089	66472	49071	109660	1300341	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-035_S126_bin.8.fasta
545	545	86	1003	4918	9641	19283	14433	68756	3188822	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-036_S127_bin.1.fasta
258	258	60	1538	6695	10491	18214	13025	39496	2065648	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-037_S128_bin.1.fasta
16	16	2	1498	246996	691915	716998	469344	716998	2508893	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-037_S128_bin.2.fasta
798	798	244	996	1621	2367	3451	2794	8554	1721763	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-038_S129_bin.1.fasta
695	695	208	1000	1501	2143	3359	2852	16666	1413130	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-038_S129_bin.2.fasta
183	183	41	1014	8950	15470	23147	18579	50381	1988528	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-039_S130_bin.1.fasta
95	95	16	1817	29820	50136	80734	57819	177470	2459941	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-039_S130_bin.2.fasta
15	15	3	2476	180197	279919	500021	327842	538704	2480835	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-039_S130_bin.3.fasta
144	144	22	1587	15856	32078	52412	38636	99384	2333768	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-039_S130_bin.4.fasta
219	219	51	1011	5606	9486	16110	11563	39872	1519587	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-039_S130_bin.5.fasta
517	517	137	1489	2765	4542	7348	5395	18346	1934522	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-040_S131_bin.1.fasta
17	17	4	2475	93985	228508	328499	229560	363171	2109533	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-040_S131_bin.2.fasta
15	15	3	8960	116836	279956	692096	392600	692096	2465714	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-040_S131_bin.3.fasta
498	498	135	1507	2756	4617	6747	5303	18114	1868197	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-041_S132_bin.1.fasta
25	25	4	8960	121088	150918	352159	263092	572278	2424472	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-041_S132_bin.2.fasta
332	332	70	1502	3523	6647	11513	9416	44496	1628073	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-041_S132_bin.3.fasta
928	928	247	995	1642	2549	4290	3662	22658	2155802	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-041_S132_bin.4.fasta
876	876	281	1001	1358	1909	2793	2323	8435	1594103	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-041_S132_bin.5.fasta
88	88	14	1008	16785	40099	70302	46975	130820	1740488	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-041_S132_bin.6.fasta
187	187	31	1083	7698	17417	28504	20556	61655	1768939	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-042_S133_bin.1.fasta
23	23	5	2587	115649	135344	323653	206945	410821	2467462	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-042_S133_bin.2.fasta
379	379	91	1502	3604	6095	10473	8200	27517	1910606	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-042_S133_bin.3.fasta
16	16	4	8960	171256	246700	279790	267229	521176	2466796	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-043_S134_bin.1.fasta
726	726	204	1500	2063	3048	5280	4473	28168	2144748	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-043_S134_bin.2.fasta
562	562	84	1005	2665	5748	16314	10762	46843	2212908	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-043_S134_bin.3.fasta
206	206	47	1490	8591	14461	22488	16695	42224	2110411	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-043_S134_bin.4.fasta
251	251	33	1006	9364	18382	40450	27473	81389	2443700	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-043_S134_bin.5.fasta
179	179	33	1063	7605	14719	27671	19126	51494	1753754	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-043_S134_bin.6.fasta
862	862	303	1001	1289	1684	2339	1952	7580	1432997	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-043_S134_bin.7.fasta
284	284	76	1567	4999	7578	11593	9006	26543	1781396	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-043_S134_bin.8.fasta
190	190	34	1323	9846	18172	33785	29843	131385	2306074	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-043_S134_bin.9.fasta
74	74	10	2274	26199	71146	122515	81783	198609	2172650	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-044_S135_bin.1.fasta
104	104	22	1994	19502	32493	51161	36946	89655	2192023	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-044_S135_bin.2.fasta
462	462	85	1000	3902	7573	13788	9834	38674	2238410	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-044_S135_bin.3.fasta
25	25	6	1304	87632	188904	204726	158435	245963	2293866	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-044_S135_bin.4.fasta
120	120	26	1663	16392	25534	45268	34265	122887	2208896	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-045_S136_bin.1.fasta
225	225	57	1490	3502	6239	10312	7050	15528	1091296	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-046_S137_bin.1.fasta
38	38	7	2359	69575	120378	177985	127277	249824	2461917	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-046_S137_bin.2.fasta
22	22	5	1508	116492	134024	318849	181105	323427	2150754	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-046_S137_bin.3.fasta
623	623	140	1514	5877	10201	16329	12874	44065	4715776	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-046_S137_bin.4.fasta
683	683	210	998	1286	1824	2857	2395	11296	1218061	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-046_S137_bin.5.fasta
843	843	225	992	1749	2824	4531	3553	15408	2041979	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-046_S137_bin.6.fasta
760	760	194	1003	1918	3310	5106	4100	24784	2012630	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-046_S137_bin.7.fasta
23	23	5	1153	101483	190316	361928	208493	362639	2507655	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-047_S138_bin.1.fasta
469	469	122	1506	3141	4900	8400	6513	21781	2009742	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-047_S138_bin.2.fasta
54	54	12	1721	26316	58681	78875	59338	120024	1851957	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-047_S138_bin.3.fasta
451	451	145	1003	1452	2032	2906	2405	6971	862417	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-047_S138_bin.4.fasta
34	34	6	2198	72492	127105	310625	155995	313182	2430456	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-048_S139_bin.1.fasta
26	26	4	2765	84100	226093	354928	235492	427366	2222183	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-048_S139_bin.2.fasta
52	52	10	2261	41630	81763	162567	101544	280659	2496688	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-048_S139_bin.3.fasta
953	953	277	994	1554	2342	3655	2958	11211	2045959	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-048_S139_bin.4.fasta
534	534	155	1508	2413	3803	5439	4599	17032	1794671	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-049_S140_bin.1.fasta
951	951	351	1001	1197	1478	1992	1718	4810	1436773	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-049_S140_bin.2.fasta
526	526	172	1494	2205	3027	4323	3550	9124	1526255	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-050_S141_bin.1.fasta
884	884	273	1001	1504	2136	3326	2601	8642	1784784	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-050_S141_bin.2.fasta
39	39	7	2131	61521	102669	182886	132076	336822	2366306	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.1.fasta
411	411	116	1001	1728	2581	4131	3254	14386	950974	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.10.fasta
351	351	80	1501	4041	7368	12784	9529	31768	1998752	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.11.fasta
324	324	66	1500	3242	6117	12254	9315	44607	1516045	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.12.fasta
53	53	10	3235	32894	87400	126458	89598	202276	2263417	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.13.fasta
73	73	15	2479	25295	48864	70335	52182	119708	2080848	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.14.fasta
58	58	12	1309	35694	65950	86471	72502	149471	2319825	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.15.fasta
463	463	140	1001	1439	2099	3167	2863	15700	920183	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.16.fasta
69	69	13	1264	23852	44664	71825	57612	155098	1957451	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.17.fasta
615	615	144	1001	2419	4170	7167	5654	24163	2044854	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.18.fasta
114	114	15	1064	14092	29916	123501	64085	197460	1950235	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.2.fasta
38	38	7	2284	54791	96706	222299	139071	339537	2603493	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.3.fasta
22	22	4	1006	136648	251951	415998	267612	455446	2336488	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.4.fasta
474	474	131	1002	1772	2732	4495	3409	11768	1145769	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.5.fasta
416	416	121	1001	1794	2696	4121	3178	9147	990296	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.6.fasta
55	55	12	2027	26169	45124	74555	47819	92976	1544324	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.7.fasta
289	289	59	1025	3502	6394	10614	7954	22270	1258324	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.8.fasta
214	214	42	1074	9150	15809	24833	19309	65428	2162680	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-052_S143_bin.9.fasta
168	168	31	1350	12565	21350	42708	27578	77353	2312089	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-053_S144_bin.1.fasta
338	338	87	1069	4540	7950	11681	9151	25127	2062501	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-053_S144_bin.2.fasta
883	883	272	982	1509	2109	3267	2567	8337	1763269	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-053_S144_bin.3.fasta
28	28	6	2270	96230	136909	211153	171322	373573	2429396	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-053_S144_bin.4.fasta
42	42	7	1977	30287	71166	168826	92723	230199	1568584	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-053_S144_bin.5.fasta
211	211	35	1001	14492	26627	35602	26498	73874	2568384	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-054_S145_bin.1.fasta
414	414	102	1510	3822	6539	9593	8553	37808	2097107	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-054_S145_bin.2.fasta
128	128	32	1556	8189	13301	20610	16601	44133	1356714	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-054_S145_bin.3.fasta
24	24	6	8453	105758	140046	186378	148530	298239	2081968	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-054_S145_bin.4.fasta
22	22	2	2436	109194	534866	787410	427181	787410	2345187	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-054_S145_bin.5.fasta
393	393	81	1501	6337	11227	19602	14290	42431	3068275	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-054_S145_bin.6.fasta
39	39	7	1101	41246	68393	156146	90461	186984	1610538	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-054_S145_bin.7.fasta
540	540	156	1002	1622	2515	3856	3015	9097	1207902	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-055_S146_bin.1.fasta
627	627	137	1006	3654	6743	10695	8504	36830	3020992	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-055_S146_bin.2.fasta
381	381	73	1013	4719	9101	15350	11385	42809	2204490	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-055_S146_bin.3.fasta
546	546	161	1500	2369	3359	5298	4282	17667	1726366	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-055_S146_bin.4.fasta
52	52	7	1560	36761	109559	183690	135911	349407	2441192	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-055_S146_bin.5.fasta
440	440	107	1001	2693	4442	7180	5579	20765	1531201	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-056_S147_bin.1.fasta
591	591	152	1001	1574	2685	4594	3303	9596	1344537	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-056_S147_bin.2.fasta
435	435	89	1003	3888	7770	12563	9187	35147	2165999	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-056_S147_bin.3.fasta
126	126	24	1505	14803	25971	59770	37140	106630	2247639	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-056_S147_bin.4.fasta
875	875	248	1495	2469	3708	6051	4511	13869	2904821	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-056_S147_bin.5.fasta
781	781	239	999	1355	1891	3017	2718	20180	1461074	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-056_S147_bin.6.fasta
309	309	62	1009	3685	6952	13726	9056	31670	1505415	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-057_S148_bin.1.fasta
220	220	45	1026	4705	8936	14410	10544	31066	1306989	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-057_S148_bin.2.fasta
485	485	137	1502	2828	4507	6667	5232	21351	1829462	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-057_S148_bin.3.fasta
260	260	55	1586	11196	18507	30166	25612	97418	3523851	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-057_S148_bin.4.fasta
79	79	13	1031	24500	40914	63598	45001	107363	1491339	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-057_S148_bin.5.fasta
100	100	20	1654	22422	45368	55100	44689	120702	2356541	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-057_S148_bin.6.fasta
85	85	13	1077	22115	47599	60212	43353	86159	1538847	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-057_S148_bin.7.fasta
556	556	156	1001	1592	2538	4019	3084	9602	1244380	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-057_S148_bin.8.fasta
113	113	24	1681	11628	18230	30340	24494	85661	1486176	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.1.fasta
201	201	32	1028	9947	19677	30482	22916	54626	2016361	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.10.fasta
161	161	36	1244	10979	18903	29820	23803	100705	2107566	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.11.fasta
814	814	237	994	1518	2284	3554	2806	9539	1704949	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.12.fasta
628	628	174	1000	1578	2363	4132	3117	11722	1373753	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.13.fasta
622	622	163	1004	1868	2904	4770	4192	24644	1597133	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.2.fasta
96	96	23	1740	13576	24932	35159	25525	49594	1545108	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.3.fasta
192	192	36	1520	11806	24556	38332	28574	104643	2732208	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.4.fasta
499	499	165	1496	2101	2795	4123	3282	8352	1357441	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.5.fasta
77	77	14	2170	28333	55913	90986	60418	154025	2325533	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.6.fasta
260	260	61	1514	6456	10093	17553	12600	41916	2011794	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.7.fasta
468	468	151	1001	1313	1753	2606	2355	9536	822719	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-058_S149_bin.8.fasta
729	729	154	1001	1910	3437	6737	5606	37311	2031436	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-059_S150_bin.1.fasta
33	33	6	1057	72840	145403	235533	166583	364748	2523543	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-059_S150_bin.2.fasta
284	284	97	1501	2082	2712	3842	3270	8401	764097	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-059_S150_bin.3.fasta
93	93	14	1325	14377	29195	62429	38582	93451	1484740	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-059_S150_bin.4.fasta
994	994	327	1001	1266	1675	2486	2199	10086	1678074	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-059_S150_bin.5.fasta
64	64	8	1072	23599	59653	121690	67950	147034	1581339	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-059_S150_bin.6.fasta
684	684	169	1001	2066	3554	5513	4914	31138	1949057	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-059_S150_bin.7.fasta
373	373	83	1004	2572	4658	7714	5742	19767	1271441	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-059_S150_bin.8.fasta
659	659	193	1500	2430	3536	5595	4562	26980	2134320	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-059_S150_bin.9.fasta
14	14	4	5497	92958	188651	202266	157476	257473	1562642	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-060_S151_bin.1.fasta
140	140	26	1250	35186	57952	91522	73273	236336	4981772	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-060_S151_bin.2.fasta
20	20	4	8960	123582	173527	637695	273098	637695	2520288	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-060_S151_bin.3.fasta
818	818	252	992	1628	2352	3445	2766	10558	1750623	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-061_S152_bin.1.fasta
323	323	93	1024	2569	3728	5972	4471	11596	1063531	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-062_S153_bin.1.fasta
173	173	36	1623	11188	19287	36648	24823	74799	2451113	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-062_S153_bin.2.fasta
605	605	205	1002	1325	1704	2406	2118	6610	1042321	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-063_S154_bin.1.fasta
93	93	18	1953	25079	44223	69764	49465	127954	2315785	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-063_S154_bin.2.fasta
376	376	92	1504	4258	6929	12112	8657	26354	2076558	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-064_S155_bin.1.fasta
77	77	14	2772	29603	50894	83011	70716	243482	2328039	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-064_S155_bin.2.fasta
480	480	158	993	1377	1837	2615	2430	12245	870566	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-065_S172_bin.1.fasta
387	387	93	1504	4514	6755	12018	9497	38756	2153259	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-065_S172_bin.2.fasta
60	60	15	2330	35011	55994	75869	65317	156828	2382948	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-065_S172_bin.3.fasta
793	793	213	1001	1760	2727	4438	3653	24009	1903510	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-066_S173_bin.1.fasta
742	742	195	1004	1903	3099	5040	3746	14439	1929607	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-067_S174_bin.1.fasta
274	274	59	1001	5212	9797	16423	11622	33953	1813862	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-067_S174_bin.2.fasta
79	79	11	1467	29290	67135	118316	83125	203388	2472859	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-067_S174_bin.3.fasta
386	386	101	1500	3508	5878	8798	6718	22179	1793773	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-067_S174_bin.4.fasta
130	130	21	1003	23649	39882	58408	42095	83572	2367073	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-067_S174_bin.5.fasta
27	27	5	1008	45940	75847	134441	116731	279648	1249422	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-068_S175_bin.1.fasta
14	14	2	1617	181851	316756	514045	300610	514045	1639271	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-068_S175_bin.2.fasta
779	779	220	1001	1761	2841	4190	3314	12948	1867575	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-068_S175_bin.3.fasta
50	50	8	2336	53826	79530	183948	114500	297968	2414599	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-068_S175_bin.4.fasta
702	702	180	1002	2188	3504	5575	4452	21379	2023227	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-068_S175_bin.5.fasta
156	156	32	1280	11545	20441	35321	25997	71816	2151009	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-068_S175_bin.6.fasta
227	227	40	1051	10091	20624	32742	22803	62476	2553140	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-068_S175_bin.7.fasta
90	90	19	1180	12873	23904	30205	24054	59124	1218853	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-069_S176_bin.1.fasta
330	330	64	1015	6040	11351	18238	14210	47520	2399490	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-069_S176_bin.2.fasta
527	527	155	996	1570	2355	3532	2890	13824	1126306	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-069_S176_bin.3.fasta
93	93	18	2187	19974	43844	63077	47607	117351	2350013	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-069_S176_bin.4.fasta
617	617	148	1002	2422	4081	6809	5206	21216	1976534	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-070_S177_bin.1.fasta
11	11	2	1011	195549	249661	598145	366450	598145	1295484	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-070_S177_bin.2.fasta
95	95	11	1003	45395	66353	94456	95529	284162	2489137	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-070_S177_bin.3.fasta
438	438	111	1011	2608	4168	6799	5096	14520	1485912	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-070_S177_bin.4.fasta
20	20	3	7656	82706	280900	480118	301068	548582	2340222	MetaSPAdes_MegaWRAP_MAGs/LKMB002-2-071_S178_bin.1.fasta
