BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
LKMB002-2-084-S191_c02120_NODE_21...region001	c02120_NODE_21..	NODE_2120_length_1135_cov_3.520370	NRPS	NRPS		
LKMB002-2-084-S191_c02544_NODE_25...region001	c02544_NODE_25..	NODE_2544_length_1008_cov_2.796432	RiPP-like	RiPPs		
LKMB002-2-085-S192_c00002_NODE_2_...region001	c00002_NODE_2_..	NODE_2_length_263159_cov_11.648409	NRPS-like	NRPS		
LKMB002-2-085-S192_c00011_NODE_11...region001	c00011_NODE_11..	NODE_11_length_143644_cov_11.582496	NRPS-like	NRPS		
LKMB002-2-085-S192_c00020_NODE_20...region001	c00020_NODE_20..	NODE_20_length_115510_cov_11.527149	NRPS	NRPS		
LKMB002-2-085-S192_c00024_NODE_24...region001	c00024_NODE_24..	NODE_24_length_110136_cov_11.260753	T1PKS	PKSI		
LKMB002-2-085-S192_c00040_NODE_40...region001	c00040_NODE_40..	NODE_40_length_77255_cov_11.344948	T1PKS	PKSI		
LKMB002-2-085-S192_c00072_NODE_72...region001	c00072_NODE_72..	NODE_72_length_52242_cov_10.374365	RiPP-like	RiPPs		
LKMB002-2-085-S192_c00073_NODE_73...region001	c00073_NODE_73..	NODE_73_length_51169_cov_397.513147	NRPS-like.NRPS	NRPS		
LKMB002-2-085-S192_c00091_NODE_91...region001	c00091_NODE_91..	NODE_91_length_44141_cov_359.514540	LAP	RiPPs		
LKMB002-2-085-S192_c00128_NODE_12...region001	c00128_NODE_12..	NODE_128_length_35507_cov_11.494218	terpene	Terpene		
LKMB002-2-085-S192_c00153_NODE_15...region001	c00153_NODE_15..	NODE_153_length_30097_cov_8.628753	ladderane	Others		
LKMB002-2-085-S192_c00179_NODE_17...region001	c00179_NODE_17..	NODE_179_length_27010_cov_435.330403	RiPP-like	RiPPs		
LKMB002-2-085-S192_c00244_NODE_24...region001	c00244_NODE_24..	NODE_244_length_18926_cov_9.531344	NRPS	NRPS		
LKMB002-2-085-S192_c00435_NODE_43...region001	c00435_NODE_43..	NODE_435_length_9746_cov_6.310907	siderophore	Others		
LKMB002-2-085-S192_c00607_NODE_60...region001	c00607_NODE_60..	NODE_607_length_5914_cov_8.777266	T3PKS	PKSother		
LKMB002-2-085-S192_c00653_NODE_65...region001	c00653_NODE_65..	NODE_653_length_5227_cov_7.267015	terpene	Terpene		
LKMB002-2-085-S192_c00681_NODE_68...region001	c00681_NODE_68..	NODE_681_length_4732_cov_250.582211	RiPP-like	RiPPs		
LKMB002-2-085-S192_c01280_NODE_12...region001	c01280_NODE_12..	NODE_1280_length_1510_cov_2.300344	NRPS	NRPS		
LKMB002-2-085-S192_c01453_NODE_14...region001	c01453_NODE_14..	NODE_1453_length_1292_cov_3.071948	RRE-containing	RiPPs		
LKMB002-2-087-S194_c00006_NODE_6_...region001	c00006_NODE_6_..	NODE_6_length_171092_cov_156.525530	RiPP-like	RiPPs		
LKMB002-2-087-S194_c00030_NODE_30...region001	c00030_NODE_30..	NODE_30_length_45941_cov_112.381729	NRPS-like.NRPS	NRPS		
LKMB002-2-087-S194_c00032_NODE_32...region001	c00032_NODE_32..	NODE_32_length_45021_cov_24.380176	lanthipeptide-class-i	RiPPs		
LKMB002-2-087-S194_c00043_NODE_43...region001	c00043_NODE_43..	NODE_43_length_39382_cov_10.081344	NRPS	NRPS		
LKMB002-2-087-S194_c00085_NODE_85...region001	c00085_NODE_85..	NODE_85_length_30760_cov_18.112229	ladderane	Others		
LKMB002-2-087-S194_c00087_NODE_87...region001	c00087_NODE_87..	NODE_87_length_30520_cov_120.925620	RiPP-like	RiPPs		
LKMB002-2-087-S194_c00096_NODE_96...region001	c00096_NODE_96..	NODE_96_length_29334_cov_27.775300	T3PKS.terpene	Others		
LKMB002-2-087-S194_c00135_NODE_13...region001	c00135_NODE_13..	NODE_135_length_24938_cov_10.454648	terpene	Terpene		
LKMB002-2-087-S194_c00201_NODE_20...region001	c00201_NODE_20..	NODE_201_length_19086_cov_26.271767	cyclic-lactone-autoinducer	RiPPs		
LKMB002-2-087-S194_c00237_NODE_23...region001	c00237_NODE_23..	NODE_237_length_17469_cov_26.529402	siderophore	Others		
LKMB002-2-087-S194_c00309_NODE_30...region001	c00309_NODE_30..	NODE_309_length_15039_cov_32.013214	NRPS	NRPS		
LKMB002-2-087-S194_c00313_NODE_31...region001	c00313_NODE_31..	NODE_313_length_14947_cov_10.658609	terpene	Terpene		
LKMB002-2-087-S194_c00347_NODE_34...region001	c00347_NODE_34..	NODE_347_length_14091_cov_108.231262	RiPP-like	RiPPs		
LKMB002-2-087-S194_c00433_NODE_43...region001	c00433_NODE_43..	NODE_433_length_12414_cov_32.269763	T2PKS	PKSother		
LKMB002-2-087-S194_c00443_NODE_44...region001	c00443_NODE_44..	NODE_443_length_12108_cov_21.899610	thiopeptide.RRE-containing	RiPPs		
LKMB002-2-087-S194_c00532_NODE_53...region001	c00532_NODE_53..	NODE_532_length_10759_cov_28.816891	lanthipeptide-class-v	RiPPs		
LKMB002-2-087-S194_c00663_NODE_66...region001	c00663_NODE_66..	NODE_663_length_9099_cov_11.106369	NRPS	NRPS		
LKMB002-2-087-S194_c00777_NODE_77...region001	c00777_NODE_77..	NODE_777_length_8236_cov_9.031536	terpene	Terpene		
LKMB002-2-087-S194_c00947_NODE_94...region001	c00947_NODE_94..	NODE_947_length_7073_cov_9.328014	NRPS	NRPS		
LKMB002-2-087-S194_c01085_NODE_10...region001	c01085_NODE_10..	NODE_1085_length_6298_cov_8.321640	NRPS-like	NRPS		
LKMB002-2-087-S194_c01141_NODE_11...region001	c01141_NODE_11..	NODE_1141_length_6021_cov_11.514080	NRPS-like	NRPS		
LKMB002-2-087-S194_c01164_NODE_11...region001	c01164_NODE_11..	NODE_1164_length_5917_cov_8.802115	NRPS-like	NRPS		
LKMB002-2-087-S194_c01308_NODE_13...region001	c01308_NODE_13..	NODE_1308_length_5195_cov_7.553307	T1PKS	PKSI		
LKMB002-2-087-S194_c01493_NODE_14...region001	c01493_NODE_14..	NODE_1493_length_4675_cov_11.962121	NRPS-like	NRPS		
LKMB002-2-087-S194_c01758_NODE_17...region001	c01758_NODE_17..	NODE_1758_length_3835_cov_8.619841	NRPS	NRPS		
LKMB002-2-087-S194_c02117_NODE_21...region001	c02117_NODE_21..	NODE_2117_length_3069_cov_5.883212	NRPS-like	NRPS		
LKMB002-2-088-S195_c00003_NODE_3_...region001	c00003_NODE_3_..	NODE_3_length_647842_cov_451.798483	RiPP-like	RiPPs		
LKMB002-2-088-S195_c00039_NODE_39...region001	c00039_NODE_39..	NODE_39_length_37921_cov_11.926372	T1PKS	PKSI		
LKMB002-2-088-S195_c00059_NODE_59...region001	c00059_NODE_59..	NODE_59_length_32106_cov_11.354217	terpene	Terpene		
LKMB002-2-088-S195_c00117_NODE_11...region001	c00117_NODE_11..	NODE_117_length_21955_cov_10.314201	NRPS-like	NRPS		
LKMB002-2-088-S195_c00186_NODE_18...region001	c00186_NODE_18..	NODE_186_length_16012_cov_11.400451	terpene	Terpene		
LKMB002-2-088-S195_c00223_NODE_22...region001	c00223_NODE_22..	NODE_223_length_13361_cov_8.594844	T1PKS	PKSI		
LKMB002-2-088-S195_c00269_NODE_26...region001	c00269_NODE_26..	NODE_269_length_11212_cov_11.705476	NRPS-like	NRPS		
LKMB002-2-088-S195_c00419_NODE_41...region001	c00419_NODE_41..	NODE_419_length_7305_cov_8.935586	NRPS	NRPS		
LKMB002-2-088-S195_c00498_NODE_49...region001	c00498_NODE_49..	NODE_498_length_6345_cov_8.696025	RiPP-like	RiPPs		
LKMB002-2-088-S195_c00537_NODE_53...region001	c00537_NODE_53..	NODE_537_length_5908_cov_11.429523	RiPP-like	RiPPs		
LKMB002-2-088-S195_c00644_NODE_64...region001	c00644_NODE_64..	NODE_644_length_5012_cov_5.188420	NRPS	NRPS		
LKMB002-2-088-S195_c00648_NODE_64...region001	c00648_NODE_64..	NODE_648_length_4995_cov_8.567814	NRPS	NRPS		
LKMB002-2-088-S195_c00650_NODE_65...region001	c00650_NODE_65..	NODE_650_length_4957_cov_11.041208	NRPS	NRPS		
LKMB002-2-088-S195_c01274_NODE_12...region001	c01274_NODE_12..	NODE_1274_length_2663_cov_8.041411	terpene	Terpene		
LKMB002-2-088-S195_c01486_NODE_14...region001	c01486_NODE_14..	NODE_1486_length_2381_cov_4.059759	NRPS-like	NRPS		
LKMB002-2-088-S195_c02034_NODE_20...region001	c02034_NODE_20..	NODE_2034_length_1843_cov_5.237696	NRPS-like	NRPS		
LKMB002-2-088-S195_c02600_NODE_26...region001	c02600_NODE_26..	NODE_2600_length_1536_cov_6.626604	RiPP-like	RiPPs		
LKMB002-2-088-S195_c02762_NODE_27...region001	c02762_NODE_27..	NODE_2762_length_1478_cov_4.783556	RiPP-like	RiPPs		
LKMB002-2-088-S195_c02789_NODE_27...region001	c02789_NODE_27..	NODE_2789_length_1468_cov_4.540694	terpene	Terpene		
LKMB002-2-089-S196_c00035_NODE_35...region001	c00035_NODE_35..	NODE_35_length_36741_cov_54.676198	RiPP-like	RiPPs		
LKMB002-2-089-S196_c00049_NODE_49...region001	c00049_NODE_49..	NODE_49_length_26480_cov_13.346149	ladderane	Others		
LKMB002-2-089-S196_c00066_NODE_66...region001	c00066_NODE_66..	NODE_66_length_21695_cov_46.196950	NRPS-like.NRPS	NRPS		
LKMB002-2-089-S196_c00071_NODE_71...region001	c00071_NODE_71..	NODE_71_length_20916_cov_56.975840	RiPP-like	RiPPs		
LKMB002-2-089-S196_c00134_NODE_13...region001	c00134_NODE_13..	NODE_134_length_13121_cov_12.891704	terpene	Terpene		
LKMB002-2-089-S196_c00147_NODE_14...region001	c00147_NODE_14..	NODE_147_length_12570_cov_108.166360	siderophore	Others		
LKMB002-2-089-S196_c00196_NODE_19...region001	c00196_NODE_19..	NODE_196_length_10294_cov_16.298174	ectoine	Others		
LKMB002-2-089-S196_c00469_NODE_46...region001	c00469_NODE_46..	NODE_469_length_5475_cov_9.311624	NAPAA	NRPS		
LKMB002-2-089-S196_c00757_NODE_75...region001	c00757_NODE_75..	NODE_757_length_3707_cov_14.619113	RRE-containing	RiPPs		
LKMB002-2-089-S196_c00927_NODE_92...region001	c00927_NODE_92..	NODE_927_length_3153_cov_47.778244	RiPP-like	RiPPs		
LKMB002-2-089-S196_c01427_NODE_14...region001	c01427_NODE_14..	NODE_1427_length_2173_cov_92.779037	arylpolyene	Others		
LKMB002-2-089-S196_c02906_NODE_29...region001	c02906_NODE_29..	NODE_2906_length_1212_cov_13.965428	siderophore	Others		
LKMB002-2-089-S196_c03267_NODE_32...region001	c03267_NODE_32..	NODE_3267_length_1114_cov_5.258735	NRPS-like	NRPS		
LKMB002-2-089-S196_c03705_NODE_37...region001	c03705_NODE_37..	NODE_3705_length_1026_cov_3.682801	NRPS-like	NRPS		
LKMB002-2-090-S197_c00049_NODE_49...region001	c00049_NODE_49..	NODE_49_length_22234_cov_18.319852	T1PKS	PKSI		
LKMB002-2-090-S197_c00071_NODE_71...region001	c00071_NODE_71..	NODE_71_length_19463_cov_14.036325	NRPS-like.NRPS	NRPS		
LKMB002-2-090-S197_c00129_NODE_12...region001	c00129_NODE_12..	NODE_129_length_14886_cov_21.285753	NAPAA	NRPS		
LKMB002-2-090-S197_c00162_NODE_16...region001	c00162_NODE_16..	NODE_162_length_13039_cov_16.845733	RiPP-like	RiPPs		
LKMB002-2-090-S197_c00188_NODE_18...region001	c00188_NODE_18..	NODE_188_length_11819_cov_19.486909	RiPP-like	RiPPs		
LKMB002-2-090-S197_c00575_NODE_57...region001	c00575_NODE_57..	NODE_575_length_4196_cov_19.475248	RiPP-like	RiPPs		
LKMB002-2-090-S197_c00635_NODE_63...region001	c00635_NODE_63..	NODE_635_length_3619_cov_10.224747	RiPP-like	RiPPs		
LKMB002-2-090-S197_c00752_NODE_75...region001	c00752_NODE_75..	NODE_752_length_3039_cov_10.831099	RiPP-like	RiPPs		
LKMB002-2-090-S197_c00765_NODE_76...region001	c00765_NODE_76..	NODE_765_length_2994_cov_6.234774	siderophore	Others		
LKMB002-2-090-S197_c01379_NODE_13...region001	c01379_NODE_13..	NODE_1379_length_1726_cov_7.250748	arylpolyene	Others		
LKMB002-2-090-S197_c01419_NODE_14...region001	c01419_NODE_14..	NODE_1419_length_1683_cov_3.547297	siderophore	Others		
LKMB002-2-090-S197_c01898_NODE_18...region001	c01898_NODE_18..	NODE_1898_length_1331_cov_16.821317	terpene	Terpene		
LKMB002-2-090-S197_c01957_NODE_19...region001	c01957_NODE_19..	NODE_1957_length_1297_cov_5.468599	arylpolyene	Others		
LKMB002-2-090-S197_c02329_NODE_23...region001	c02329_NODE_23..	NODE_2329_length_1154_cov_4.749773	ectoine	Others		
LKMB002-2-090-S197_c02401_NODE_24...region001	c02401_NODE_24..	NODE_2401_length_1130_cov_4.200930	arylpolyene	Others		
LKMB002-2-091-S198_c00046_NODE_46...region001	c00046_NODE_46..	NODE_46_length_30365_cov_10.763411	ladderane	Others		
LKMB002-2-091-S198_c00077_NODE_77...region001	c00077_NODE_77..	NODE_77_length_21857_cov_16.670718	RiPP-like	RiPPs		
LKMB002-2-091-S198_c00092_NODE_92...region001	c00092_NODE_92..	NODE_92_length_19069_cov_61.807352	NRPS-like.NRPS	NRPS		
LKMB002-2-091-S198_c00117_NODE_11...region001	c00117_NODE_11..	NODE_117_length_15468_cov_67.597742	RiPP-like	RiPPs		
LKMB002-2-091-S198_c00282_NODE_28...region001	c00282_NODE_28..	NODE_282_length_5788_cov_9.668585	NAPAA	NRPS		
LKMB002-2-091-S198_c00386_NODE_38...region001	c00386_NODE_38..	NODE_386_length_4454_cov_7.760855	T1PKS	PKSI		
LKMB002-2-091-S198_c00778_NODE_77...region001	c00778_NODE_77..	NODE_778_length_2643_cov_3.433539	T1PKS	PKSI		
LKMB002-2-091-S198_c00812_NODE_81...region001	c00812_NODE_81..	NODE_812_length_2560_cov_51.559681	RiPP-like	RiPPs		
LKMB002-2-091-S198_c00853_NODE_85...region001	c00853_NODE_85..	NODE_853_length_2490_cov_6.561396	terpene	Terpene		
LKMB002-2-091-S198_c00923_NODE_92...region001	c00923_NODE_92..	NODE_923_length_2339_cov_9.074869	RiPP-like	RiPPs		
LKMB002-2-091-S198_c01096_NODE_10...region001	c01096_NODE_10..	NODE_1096_length_2077_cov_8.245796	RiPP-like	RiPPs		
LKMB002-2-091-S198_c02716_NODE_27...region001	c02716_NODE_27..	NODE_2716_length_1227_cov_4.633106	arylpolyene	Others		
LKMB002-2-092-S199_c00001_NODE_1_...region001	c00001_NODE_1_..	NODE_1_length_180011_cov_27.240898	T3PKS.terpene	Others		
LKMB002-2-092-S199_c00004_NODE_4_...region001	c00004_NODE_4_..	NODE_4_length_125679_cov_29.633032	NRPS	NRPS		
LKMB002-2-092-S199_c00004_NODE_4_...region002	c00004_NODE_4_..	NODE_4_length_125679_cov_29.633032	lanthipeptide-class-v	RiPPs		
LKMB002-2-092-S199_c00017_NODE_17...region001	c00017_NODE_17..	NODE_17_length_55578_cov_31.471985	siderophore	Others		
LKMB002-2-092-S199_c00026_NODE_26...region001	c00026_NODE_26..	NODE_26_length_47056_cov_24.516053	lanthipeptide-class-i	RiPPs		
LKMB002-2-092-S199_c00053_NODE_53...region001	c00053_NODE_53..	NODE_53_length_35911_cov_18.717593	betalactone	Others		
LKMB002-2-092-S199_c00054_NODE_54...region001	c00054_NODE_54..	NODE_54_length_35736_cov_16.340125	ladderane	Others		
LKMB002-2-092-S199_c00056_NODE_56...region001	c00056_NODE_56..	NODE_56_length_34863_cov_10.691623	resorcinol	Others		
LKMB002-2-092-S199_c00058_NODE_58...region001	c00058_NODE_58..	NODE_58_length_34556_cov_25.860236	cyclic-lactone-autoinducer	RiPPs		
LKMB002-2-092-S199_c00067_NODE_67...region001	c00067_NODE_67..	NODE_67_length_32409_cov_8.973574	NRPS-like	NRPS		
LKMB002-2-092-S199_c00083_NODE_83...region001	c00083_NODE_83..	NODE_83_length_26999_cov_16.288636	siderophore	Others		
LKMB002-2-092-S199_c00087_NODE_87...region001	c00087_NODE_87..	NODE_87_length_26582_cov_16.168922	NAPAA	NRPS		
LKMB002-2-092-S199_c00105_NODE_10...region001	c00105_NODE_10..	NODE_105_length_23990_cov_22.524253	RiPP-like	RiPPs		
LKMB002-2-092-S199_c00135_NODE_13...region001	c00135_NODE_13..	NODE_135_length_20694_cov_21.673482	NRPS-like.NRPS	NRPS		
LKMB002-2-092-S199_c00222_NODE_22...region001	c00222_NODE_22..	NODE_222_length_16195_cov_10.088104	RiPP-like	RiPPs		
LKMB002-2-092-S199_c00264_NODE_26...region001	c00264_NODE_26..	NODE_264_length_14653_cov_7.309289	NRPS-like	NRPS		
LKMB002-2-092-S199_c00352_NODE_35...region001	c00352_NODE_35..	NODE_352_length_12675_cov_16.236609	T3PKS	PKSother		
LKMB002-2-092-S199_c00364_NODE_36...region001	c00364_NODE_36..	NODE_364_length_12346_cov_8.688146	siderophore	Others		
LKMB002-2-092-S199_c00366_NODE_36...region001	c00366_NODE_36..	NODE_366_length_12340_cov_6.768987	terpene	Terpene		
LKMB002-2-092-S199_c00423_NODE_42...region001	c00423_NODE_42..	NODE_423_length_11343_cov_20.475638	terpene	Terpene		
LKMB002-2-092-S199_c00473_NODE_47...region001	c00473_NODE_47..	NODE_473_length_10536_cov_26.767770	lanthipeptide-class-i	RiPPs		
LKMB002-2-092-S199_c00509_NODE_50...region001	c00509_NODE_50..	NODE_509_length_9966_cov_7.701039	resorcinol	Others		
LKMB002-2-092-S199_c00606_NODE_60...region001	c00606_NODE_60..	NODE_606_length_9015_cov_6.578906	T3PKS	PKSother		
LKMB002-2-092-S199_c00615_NODE_61...region001	c00615_NODE_61..	NODE_615_length_8920_cov_5.748223	NAPAA	NRPS		
LKMB002-2-092-S199_c01041_NODE_10...region001	c01041_NODE_10..	NODE_1041_length_6563_cov_5.034573	T1PKS	PKSI		
LKMB002-2-092-S199_c01262_NODE_12...region001	c01262_NODE_12..	NODE_1262_length_5945_cov_13.294737	lanthipeptide-class-ii	RiPPs		
LKMB002-2-092-S199_c01278_NODE_12...region001	c01278_NODE_12..	NODE_1278_length_5897_cov_4.437693	NRPS	NRPS		
LKMB002-2-092-S199_c01303_NODE_13...region001	c01303_NODE_13..	NODE_1303_length_5842_cov_3.949369	terpene	Terpene		
LKMB002-2-092-S199_c01415_NODE_14...region001	c01415_NODE_14..	NODE_1415_length_5552_cov_9.090413	LAP	RiPPs		
LKMB002-2-092-S199_c01547_NODE_15...region001	c01547_NODE_15..	NODE_1547_length_5292_cov_4.607982	phenazine	Others		
LKMB002-2-092-S199_c01614_NODE_16...region001	c01614_NODE_16..	NODE_1614_length_5183_cov_4.250780	terpene	Terpene		
LKMB002-2-092-S199_c01939_NODE_19...region001	c01939_NODE_19..	NODE_1939_length_4696_cov_6.293687	terpene	Terpene		
LKMB002-2-092-S199_c01980_NODE_19...region001	c01980_NODE_19..	NODE_1980_length_4640_cov_7.300981	terpene	Terpene		
LKMB002-2-092-S199_c02104_NODE_21...region001	c02104_NODE_21..	NODE_2104_length_4484_cov_10.057801	arylpolyene	Others		
LKMB002-2-092-S199_c02183_NODE_21...region001	c02183_NODE_21..	NODE_2183_length_4391_cov_6.843173	T3PKS	PKSother		
LKMB002-2-092-S199_c02191_NODE_21...region001	c02191_NODE_21..	NODE_2191_length_4382_cov_11.116709	NRPS	NRPS		
LKMB002-2-092-S199_c02256_NODE_22...region001	c02256_NODE_22..	NODE_2256_length_4314_cov_7.880019	betalactone	Others		
LKMB002-2-092-S199_c02257_NODE_22...region001	c02257_NODE_22..	NODE_2257_length_4314_cov_5.801597	RiPP-like	RiPPs		
LKMB002-2-092-S199_c02413_NODE_24...region001	c02413_NODE_24..	NODE_2413_length_4162_cov_9.395179	linaridin	RiPPs		
LKMB002-2-092-S199_c02517_NODE_25...region001	c02517_NODE_25..	NODE_2517_length_4062_cov_15.153481	hserlactone	Others		
LKMB002-2-092-S199_c02525_NODE_25...region001	c02525_NODE_25..	NODE_2525_length_4060_cov_5.821223	NRPS	NRPS		
LKMB002-2-092-S199_c02593_NODE_25...region001	c02593_NODE_25..	NODE_2593_length_4002_cov_4.804915	RiPP-like	RiPPs		
LKMB002-2-092-S199_c02705_NODE_27...region001	c02705_NODE_27..	NODE_2705_length_3918_cov_19.125550	RiPP-like	RiPPs		
LKMB002-2-092-S199_c02835_NODE_28...region001	c02835_NODE_28..	NODE_2835_length_3827_cov_4.515111	RiPP-like	RiPPs		
LKMB002-2-092-S199_c02902_NODE_29...region001	c02902_NODE_29..	NODE_2902_length_3778_cov_3.658340	siderophore	Others		
LKMB002-2-092-S199_c03093_NODE_30...region001	c03093_NODE_30..	NODE_3093_length_3651_cov_7.608454	siderophore	Others		
LKMB002-2-092-S199_c03238_NODE_32...region001	c03238_NODE_32..	NODE_3238_length_3567_cov_8.051822	lanthipeptide-class-v	RiPPs		
LKMB002-2-092-S199_c03406_NODE_34...region001	c03406_NODE_34..	NODE_3406_length_3463_cov_4.597418	NRPS	NRPS		
LKMB002-2-092-S199_c03674_NODE_36...region001	c03674_NODE_36..	NODE_3674_length_3316_cov_3.935909	betalactone	Others		
LKMB002-2-092-S199_c03853_NODE_38...region001	c03853_NODE_38..	NODE_3853_length_3221_cov_3.323437	NRPS-like	NRPS		
LKMB002-2-092-S199_c04089_NODE_40...region001	c04089_NODE_40..	NODE_4089_length_3118_cov_6.301012	arylpolyene	Others		
LKMB002-2-092-S199_c04090_NODE_40...region001	c04090_NODE_40..	NODE_4090_length_3118_cov_4.279138	RiPP-like	RiPPs		
LKMB002-2-092-S199_c04383_NODE_43...region001	c04383_NODE_43..	NODE_4383_length_3004_cov_3.509664	NRPS-like	NRPS		
LKMB002-2-092-S199_c04925_NODE_49...region001	c04925_NODE_49..	NODE_4925_length_2819_cov_7.100217	T3PKS	PKSother		
LKMB002-2-092-S199_c05392_NODE_53...region001	c05392_NODE_53..	NODE_5392_length_2690_cov_5.402657	NRPS	NRPS		
LKMB002-2-092-S199_c05474_NODE_54...region001	c05474_NODE_54..	NODE_5474_length_2666_cov_4.418614	NRPS	NRPS		
LKMB002-2-092-S199_c05487_NODE_54...region001	c05487_NODE_54..	NODE_5487_length_2663_cov_3.798313	terpene	Terpene		
LKMB002-2-092-S199_c05546_NODE_55...region001	c05546_NODE_55..	NODE_5546_length_2647_cov_4.410108	NRPS-like	NRPS		
LKMB002-2-092-S199_c05835_NODE_58...region001	c05835_NODE_58..	NODE_5835_length_2570_cov_5.386879	arylpolyene	Others		
LKMB002-2-092-S199_c06350_NODE_63...region001	c06350_NODE_63..	NODE_6350_length_2447_cov_5.546823	hserlactone	Others		
LKMB002-2-092-S199_c06479_NODE_64...region001	c06479_NODE_64..	NODE_6479_length_2421_cov_3.864328	NRPS-like	NRPS		
LKMB002-2-092-S199_c07702_NODE_77...region001	c07702_NODE_77..	NODE_7702_length_2200_cov_4.872727	siderophore	Others		
LKMB002-2-092-S199_c07764_NODE_77...region001	c07764_NODE_77..	NODE_7764_length_2189_cov_9.548266	ladderane	Others		
LKMB002-2-092-S199_c08783_NODE_87...region001	c08783_NODE_87..	NODE_8783_length_2039_cov_4.614415	RRE-containing	RiPPs		
LKMB002-2-092-S199_c09097_NODE_90...region001	c09097_NODE_90..	NODE_9097_length_2001_cov_4.482014	terpene	Terpene		
LKMB002-2-092-S199_c09131_NODE_91...region001	c09131_NODE_91..	NODE_9131_length_1997_cov_3.441298	RRE-containing	RiPPs		
LKMB002-2-092-S199_c09172_NODE_91...region001	c09172_NODE_91..	NODE_9172_length_1991_cov_3.783058	terpene	Terpene		
LKMB002-2-092-S199_c09617_NODE_96...region001	c09617_NODE_96..	NODE_9617_length_1935_cov_10.147340	siderophore	Others		
LKMB002-2-092-S199_c09656_NODE_96...region001	c09656_NODE_96..	NODE_9656_length_1930_cov_8.994667	hserlactone	Others		
LKMB002-2-092-S199_c09741_NODE_97...region001	c09741_NODE_97..	NODE_9741_length_1921_cov_2.443194	terpene	Terpene		
LKMB002-2-092-S199_c09768_NODE_97...region001	c09768_NODE_97..	NODE_9768_length_1918_cov_4.979066	RiPP-like	RiPPs		
LKMB002-2-092-S199_c10056_NODE_10...region001	c10056_NODE_10..	NODE_10056_length_1889_cov_4.116140	hserlactone	Others		
LKMB002-2-092-S199_c10177_NODE_10...region001	c10177_NODE_10..	NODE_10177_length_1879_cov_2.606360	arylpolyene	Others		
LKMB002-2-092-S199_c10261_NODE_10...region001	c10261_NODE_10..	NODE_10261_length_1869_cov_2.922271	RiPP-like	RiPPs		
LKMB002-2-092-S199_c10353_NODE_10...region001	c10353_NODE_10..	NODE_10353_length_1858_cov_3.881864	T3PKS	PKSother		
LKMB002-2-092-S199_c10456_NODE_10...region001	c10456_NODE_10..	NODE_10456_length_1847_cov_3.268973	T1PKS	PKSI		
LKMB002-2-092-S199_c10506_NODE_10...region001	c10506_NODE_10..	NODE_10506_length_1841_cov_3.011758	NRPS	NRPS		
LKMB002-2-092-S199_c11157_NODE_11...region001	c11157_NODE_11..	NODE_11157_length_1781_cov_3.527810	terpene	Terpene		
LKMB002-2-092-S199_c11507_NODE_11...region001	c11507_NODE_11..	NODE_11507_length_1752_cov_8.271067	RRE-containing	RiPPs		
LKMB002-2-092-S199_c11711_NODE_11...region001	c11711_NODE_11..	NODE_11711_length_1737_cov_4.285375	NRPS-like	NRPS		
LKMB002-2-092-S199_c11727_NODE_11...region001	c11727_NODE_11..	NODE_11727_length_1736_cov_3.929209	NRPS	NRPS		
LKMB002-2-092-S199_c12017_NODE_12...region001	c12017_NODE_12..	NODE_12017_length_1710_cov_5.616314	NRPS-like	NRPS		
LKMB002-2-092-S199_c12373_NODE_12...region001	c12373_NODE_12..	NODE_12373_length_1681_cov_5.482165	T3PKS	PKSother		
LKMB002-2-092-S199_c13041_NODE_13...region001	c13041_NODE_13..	NODE_13041_length_1633_cov_4.761090	terpene	Terpene		
LKMB002-2-092-S199_c13475_NODE_13...region001	c13475_NODE_13..	NODE_13475_length_1604_cov_2.670110	terpene	Terpene		
LKMB002-2-092-S199_c13494_NODE_13...region001	c13494_NODE_13..	NODE_13494_length_1602_cov_3.069813	arylpolyene	Others		
LKMB002-2-092-S199_c13517_NODE_13...region001	c13517_NODE_13..	NODE_13517_length_1600_cov_3.921683	terpene	Terpene		
LKMB002-2-092-S199_c13894_NODE_13...region001	c13894_NODE_13..	NODE_13894_length_1574_cov_2.419355	terpene	Terpene		
LKMB002-2-092-S199_c14065_NODE_14...region001	c14065_NODE_14..	NODE_14065_length_1563_cov_2.395889	T3PKS	PKSother		
LKMB002-2-092-S199_c14195_NODE_14...region001	c14195_NODE_14..	NODE_14195_length_1554_cov_3.203469	terpene	Terpene		
LKMB002-2-092-S199_c14884_NODE_14...region001	c14884_NODE_14..	NODE_14884_length_1512_cov_3.079616	T3PKS	PKSother		
LKMB002-2-092-S199_c15769_NODE_15...region001	c15769_NODE_15..	NODE_15769_length_1465_cov_4.583688	cyclic-lactone-autoinducer	RiPPs		
LKMB002-2-092-S199_c15853_NODE_15...region001	c15853_NODE_15..	NODE_15853_length_1461_cov_3.704836	hglE-KS	PKSother		
LKMB002-2-092-S199_c16022_NODE_16...region001	c16022_NODE_16..	NODE_16022_length_1453_cov_4.546495	RiPP-like	RiPPs		
LKMB002-2-092-S199_c16745_NODE_16...region001	c16745_NODE_16..	NODE_16745_length_1418_cov_2.514307	siderophore	Others		
LKMB002-2-092-S199_c17959_NODE_17...region001	c17959_NODE_17..	NODE_17959_length_1360_cov_4.374713	NRPS-like	NRPS		
