Source_Name,Strain_ID,Other_ID,Host_ID,Host_Category,Location,bioassay completed(Y/N),included in bioassay analysis (Y/N),genome sequenced (Y/N),genome dereplicated,Genus,species,Taxonomy_Notes,,Initial_Isolation_Date,Isolation_Method,Isolation_Media,Pure_Culture_Media,Isolation_Notes,Analysis_Type,spacer_2,Cryo_Storage_Date,Cryo_Storage_Type,Cryo_Storage_Creator,Freezer_Number,Rack_Number,Box_Number,Vial_Position,Storage_Notes,spacer_1,PMID,DOI,Notes,Record_Date,Record_Creator
Skin Microbiome Study,LK508,p3-SID653,KHID67,Healthy Skin,Nares,N,N,Y,Y,Micrococcus,luteus,GTDB-tk by RS on 3/9/22,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,27,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK540,p3-SID793,KHID74,Healthy Skin,Alar crease,N,N,Y,N,Micrococcus,luteus,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,59,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK792,p3-SID1079,KHID83,Healthy Skin,Occiput,N,N,Y,Y,Micrococcus,luteus,GTDB-tk by RS on 3/9/22,,2019-09-19,10^0,BD,BHI,,,,2019-10-08,,MR,,,10,68,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1368,p3-SID691,KHID72,Healthy Skin,Umbilicus,N,N,N,N,Micromonospora,,16s by SAS 9/18/20 ,,2019-07-26,10^-1,BL,BHI + Tween,,,,2020-03-05,,SAS,,,17,77,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1347,p3-SID970,KHID90,Healthy Skin,Nares,N,N,Y,Y,Pseudoglutamicibacter,cumminsii,GTDB-tk by RS on 3/9/22,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-29,,SAS,,,17,56,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1281,p3-SID1808,KHID137,Healthy Skin,Nares,N,N,Y,N,Rothia,kristinae,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-24,,SAS,,,16,71,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1284,p3-SID1828,KHID138,Healthy Skin,Occiput,N,N,Y,N,Rothia,kristinae,GTDB-tk by RS on 3/9/22,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,74,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK624,p3-SID741,KHID33,Healthy Skin,Toe web space,N,N,N,N,Sphingobacterium,,16s by SAS 9/26/19,,2019-07-26,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,62,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1307,p3-SID1180,KHID91,Healthy Skin,Occiput,N,N,N,N,Staphylococcus,,16s by SAS 9/18/20 ,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,16,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1327,p3-SID969,KHID90,Healthy Skin,Nares,N,N,N,N,Staphylococcus,,16s by SAS 9/18/20 ,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,36,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1343,p3-SID1178,KHID91,Healthy Skin,Occiput,N,N,N,N,Staphylococcus,,16s by SAS 9/18/20 ,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-29,,SAS,,,17,52,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK554,p3-SID688,KHID69,Healthy Skin,Back,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BT,BHI,,,,2019-08-06,,IKL,,,7,73,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK592,p3-SID885,KHID50,Healthy Skin,Alar crease,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BH,BHI,,,,2019-08-29,,IKL,,,8,30,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK599,p3-SID841,KHID78,Healthy Skin,Volar forearm,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,37,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK609,p3-SID820,KHID79,Healthy Skin,Antecubital fossa,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,47,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK611,p3-SID839,KHID78,Healthy Skin,Volar forearm,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,49,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK613,p3-SID817,KHID79,Healthy Skin,Antecubital fossa,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,51,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK628,p3-SID894,KHID68,Healthy Skin,Occiput,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^0,BL,BHI,,,,2019-08-29,,IKL,,,8,66,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK634,p3-SID839,KHID78,Healthy Skin,Volar forearm,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,72,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK708,p3-SID806,KHID74,Healthy Skin,Alar crease,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,65,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK711,p3-SID634,KHID52,Healthy Skin,Occiput,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-26,10^-1,BH,BHI,,,,2019-08-12,,IKL,,,9,68,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK717,p3-SID898,KHID65,Healthy Skin,Toe web space,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-2,BH,BHI,,,,2019-08-12,,IKL,,,9,74,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK721,p3-SID814,KHID79,Healthy Skin,Antecubital fossa,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-12,,IKL,,,9,78,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK723,p3-SID814,KHID79,Healthy Skin,Antecubital fossa,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BL,BHI,,,,2019-08-12,,IKL,,,9,80,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK725,p3-SID804,KHID74,Healthy Skin,Alar crease,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,10,1,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK891,p3-SID898,KHID65,Healthy Skin,Toe web space,N,N,N,N,Staphylococcus,,16s by SAS 9/26/19,,2019-07-29,10^-2,BH,BHI,,,,2019-11-15,,IKL,,,12,5,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK965,p3-SID1434,KHID140,Healthy Skin,Volar forearm,N,N,N,N,Staphylococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,12,79,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK999,p3-SID1425,KHID131,Healthy Skin,Back,N,N,N,N,Staphylococcus,,16s by SAS 12/19/19,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-23,,SAS,,,13,32,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK729,p3-SID1016,KHID115,Healthy Skin,Back,N,N,Y,Y,Staphylococcus,aureus,GTDB-tk by RS on 3/9/22,,2019-09-19,10^0,B,BHI,,,,2019-10-08,,MR,,,10,5,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK610,p3-SID799,KHID74,Healthy Skin,Alar crease,N,N,Y,N,Staphylococcus,epidermidis,GTDB-tk by RS on 3/9/22,,2019-07-29,10^-1,BH,BHI,,,,2019-08-29,,IKL,,,8,48,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1032,p3-SID1132,KHID106,Healthy Skin,Occiput,N,N,N,N,,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,13,65,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1033,p3-SID1372,KHID144,Healthy Skin,Alar crease,N,N,N,N,,,,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,13,66,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1035,p3-SID1375,KHID144,Healthy Skin,Alar crease,N,N,N,N,,,,,2019-09-16,10^0,B,BHI + Tween,,,,2019-11-27,,SAS,,,13,68,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1097,p3-SID1617,KHID157,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,49,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1100,p3-SID1551,KHID154,Healthy Skin,Occiput,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,52,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1109,p3-SID1591,KHID158,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-10,,SAS,,,14,61,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1114,p3-SID1910,KHID148,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,66,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1115,p3-SID1448,KHID141,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-09-16,10^0,BT,BHI + Tween,,,,2019-12-10,,SAS,,,14,67,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1123,p3-SID1458,KHID124,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,75,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1126,p3-SID1462,KHID124,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,78,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1129,p3-SID1510,KHID140,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,14,81,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1132,p3-SID1502,KHID156,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-10,,SAS,,,15,3,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1135,p3-SID1571,KHID122,Healthy Skin,Occiput,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,15,6,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1142,p3-SID1588,KHID130,Healthy Skin,Occiput,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,15,13,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1143,p3-SID1574,KHID123,Healthy Skin,Back,N,N,N,N,,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-10,,SAS,,,15,14,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1149,p3-SID1557,KHID140,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-10,,SAS,,,15,20,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1153,p3-SID1460,KHID124,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,15,24,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1154,p3-SID1623,KHID155,Healthy Skin,Back,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-10,,SAS,,,15,25,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1169,p3-SID1342,KHID143,Healthy Skin,Toe web space,N,N,N,N,,,,,2019-09-16,10^0,B,BHI + Tween,,,,2019-12-10,,SAS,,,15,40,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1175,p3-SID1449,KHID141,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-09-16,10^0,BD,BHI + Tween,,,,2019-12-16,,SAS,,,15,46,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1178,p3-SID1903,KHID147,Healthy Skin,Back,N,N,N,N,,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,49,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1179,p3-SID1374,KHID144,Healthy Skin,Alar crease,N,N,N,N,,,,,2019-09-16,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,50,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1180,p3-SID1195,KHID92,Healthy Skin,Back,N,N,N,N,,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,51,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1182,p3-SID1905,KHID147,Healthy Skin,Back,N,N,N,N,,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,53,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1185,p3-SID1359,KHID144,Healthy Skin,Alar crease,N,N,N,N,,,,,2019-09-16,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,56,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1187,p3-SID1225,KHID117,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,58,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1189,p3-SID1874,KHID131,Healthy Skin,Back,N,N,N,N,,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,60,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1191,p3-SID1859,KHID134,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-16,,SAS,,,15,62,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1192,p3-SID1151,KHID110,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-12-16,,SAS,,,15,63,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1193,p3-SID1868,KHID130,Healthy Skin,Occiput,N,N,N,N,,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-16,,SAS,,,15,64,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1194,p3-SID1860,KHID134,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-16,,SAS,,,15,65,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1195,p3-SID1858,KHID134,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-16,,SAS,,,15,66,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1251,p3-SID1725,KHID157,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-24,,SAS,,,16,41,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1273,p3-SID1777,KHID135,Healthy Skin,Toe web space,N,N,N,N,,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,16,63,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1293,p3-SID1055,KHID119,Healthy Skin,Toe web space,N,N,N,N,,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-12-24,,SAS,,,17,2,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1295,p3-SID1794,KHID149,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-27,,SAS,,,17,4,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1296,p3-SID1702,KHID146,Healthy Skin,Occiput,N,N,N,N,,,,,2019-09-17,10^0,B,BHI + Tween,,,,2019-12-27,,SAS,,,17,5,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1297,p3-SID1814,KHID137,Healthy Skin,Nares,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-27,,SAS,,,17,6,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1298,p3-SID1816,KHID137,Healthy Skin,Nares,N,N,N,N,,,,,2019-09-17,10^0,BD,BHI + Tween,,,,2019-12-27,,SAS,,,17,7,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1300,p3-SID978,KHID85,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-12-27,,SAS,,,17,9,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1305,p3-SID981,KHID85,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,14,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1308,p3-SID1181,KHID91,Healthy Skin,Occiput,N,N,N,N,,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,17,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1309,p3-SID1698,KHID146,Healthy Skin,Occiput,N,N,N,N,,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,18,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1313,p3-SID1771,KHID145,Healthy Skin,Nares,N,N,N,N,,,,,2019-09-17,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,22,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1314,p3-SID983,KHID85,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,23,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1315,p3-SID965,KHID109,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,24,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1324,p3-SID976,KHID85,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-12-27,,SAS,,,17,33,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1326,p3-SID978,KHID85,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-12-27,,SAS,,,17,35,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1328,p3-SID1122,KHID107,Healthy Skin,Back,N,N,N,N,,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,37,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1329,p3-SID1123,KHID107,Healthy Skin,Back,N,N,N,N,,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-27,,SAS,,,17,38,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1338,p3-SID992,KHID93,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-19,10^0,BD,BHI + Tween,,,,2019-12-29,,SAS,,,17,47,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1339,p3-SID1182,KHID87,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-29,,SAS,,,17,48,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1344,p3-SID1179,KHID91,Healthy Skin,Occiput,N,N,N,N,,,,,2019-09-19,10^0,BT,BHI + Tween,,,,2019-12-29,,SAS,,,17,53,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1345,p3-SID990,KHID85,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-19,10^0,BD,BHI + Tween,,,,2019-12-29,,SAS,,,17,54,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1361,p3-SID1006,KHID116,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-09-19,10^0,B,BHI + Tween,,,,2019-12-29,,SAS,,,17,70,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1364,p3-SID1175,KHID87,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-09-19,10^0,BD,BHI + Tween,,,,2019-12-29,,SAS,,,17,73,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1371,p3-SID585,KHID55,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-07-26,10^-1,BT,BHI + Tween,,,,2020-03-05,,SAS,,,17,80,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1372,p3-SID831,KHID76,Healthy Skin,Occiput,N,N,N,N,,,,,2019-07-29,10^-1,BL,BHI + Tween,,,,2020-03-05,,SAS,,,17,81,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1375,p3-SID635,KHID52,Healthy Skin,Occiput,N,N,N,N,,,,,2019-07-26,10^-1,BH,BHI + Tween,,,,2020-03-05,,SAS,,,18,3,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1376,p3-SID614,KHID54,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-07-26,10^-1,BL,BHI + Tween,,,,2020-03-05,,SAS,,,18,4,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK1405,p3-SID2536,KHID76,Healthy Skin,Occiput,N,N,N,N,,,,,2020-02-26,10^0,BD,BHI + Tween,,,,2020-03-13,,MHS,,,18,33,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK502,p3-SID714,KHID40,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-07-26,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,21,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK539,p3-SID776,KHID77,Healthy Skin,Back,N,N,N,N,,,,,2019-07-29,10^-1,BL,BHI,,,,2019-08-06,,IKL,,,7,58,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK607,p3-SID604,KHID51,Healthy Skin,Nares,N,N,N,N,,,,,2019-07-26,10^-1,BH,BHI,,,,2019-08-29,,IKL,,,8,45,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK608,p3-SID819,KHID79,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,46,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK612,p3-SID778,KHID77,Healthy Skin,Back,N,N,N,N,,,,,2019-07-29,10^-1,BT,BHI,,,,2019-08-29,,IKL,,,8,50,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK614,p3-SID863,KHID42,Healthy Skin,Alar crease,N,N,N,N,,,,,2019-07-29,10^0,BL,BHI,,,,2019-08-29,,IKL,,,8,52,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK618,p3-SID913,KHID64,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-07-31,10^-2,BH,BHI,,,,2019-08-29,,IKL,,,8,56,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK627,p3-SID795,KHID74,Healthy Skin,Alar crease,N,N,N,N,,,,,2019-07-29,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,65,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK629,p3-SID864,KHID71,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-07-29,10^0,BT,BHI,,,,2019-08-29,,IKL,,,8,67,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK631,p3-SID606,KHID73,Healthy Skin,Toe web space,N,N,N,N,,,,,2019-07-26,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,69,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK632,p3-SID594,KHID51,Healthy Skin,Nares,N,N,N,N,,,,,2019-07-26,10^-1,BL,BHI,,,,2019-08-29,,IKL,,,8,70,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK633,p3-SID720,KHID38,Healthy Skin,Volar forearm,N,N,N,N,,,,,2019-07-26,10^-1,BT,BHI,,,,2019-08-29,,IKL,,,8,71,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK663,p3-SID735,KHID40,Healthy Skin,Umbilicus,N,N,N,N,,,,,2019-07-26,10^-1,BH,BHI,,,,2019-08-12,,IKL,,,9,20,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK702,p3-SID852,KHID79,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-07-29,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,59,,,,,,2020-05-18 08:30,Shelby Sandstrom
Skin Microbiome Study,LK703,p3-SID851,KHID79,Healthy Skin,Antecubital fossa,N,N,N,N,,,,,2019-07-29,10^-1,BT,BHI,,,,2019-08-12,,IKL,,,9,60,,,,,,2020-05-18 08:30,Shelby Sandstrom
