group	sample	bgc	gcf	dist
SMGC	SMGC_253	SMGC_253.c00217_NODE_24...region001.gbk	244878	896
SMGC	SMGC_253	SMGC_253.c00183_NODE_21...region001.gbk	244878	727
SMGC	SMGC_129	SMGC_129.c00007_NODE_50...region001.gbk	245560	1138
SMGC	SMGC_144	SMGC_144.c00159_NODE_18...region001.gbk	246125	941
SMGC	SMGC_144	SMGC_144.c00076_NODE_72...region001.gbk	244878	786
SMGC	SMGC_144	SMGC_144.c00119_NODE_13...region001.gbk	245560	694
SMGC	SMGC_144	SMGC_144.c00089_NODE_90...region001.gbk	244878	1004
SMGC	SMGC_144	SMGC_144.c00029_NODE_28...region001.gbk	246125	914
SMGC	SMGC_578	SMGC_578.c00004_NODE_39...region001.gbk	246515	1341
SMGC	SMGC_578	SMGC_578.c00017_NODE_86...region001.gbk	244878	411
SMGC	SMGC_353	SMGC_353.c00133_NODE_28...region001.gbk	244878	502
SMGC	SMGC_353	SMGC_353.c00122_NODE_22...region001.gbk	244878	909
SMGC	SMGC_353	SMGC_353.c00098_NODE_16...region001.gbk	244878	553
SMGC	SMGC_353	SMGC_353.c00044_NODE_73...region001.gbk	244878	695
EPIC	LK1188	LK1188_1.region001.gbk	246216	1458
SMGC	SMGC_274	SMGC_274.c00003_NODE_4_...region001.gbk	244878	861
EPIC	LK935	LK935_40.region001.gbk	244878	889
EPIC	LK935	LK935_22.region001.gbk	245024	936
SMGC	SMGC_64	SMGC_64.c00109_NODE_11...region001.gbk	244878	876
SMGC	SMGC_64	SMGC_64.c00034_NODE_30...region001.gbk	244878	643
SMGC	SMGC_351	SMGC_351.c00025_NODE_14...region001.gbk	244878	878
SMGC	SMGC_351	SMGC_351.c00017_NODE_11...region001.gbk	246473	1334
SMGC	SMGC_140	SMGC_140.c00093_NODE_11...region001.gbk	244878	833
SMGC	SMGC_140	SMGC_140.c00021_NODE_46...region001.gbk	244878	426
SMGC	SMGC_140	SMGC_140.c00059_NODE_31...region001.gbk	246125	710
SMGC	SMGC_140	SMGC_140.c00037_NODE_10...region001.gbk	244926	1636
SMGC	SMGC_140	SMGC_140.c00028_NODE_70...region001.gbk	246125	1125
SMGC	SMGC_140	SMGC_140.c00008_NODE_17...region001.gbk	245979	1286
SMGC	SMGC_573	SMGC_573.c00252_NODE_48...region001.gbk	244878	654
SMGC	SMGC_573	SMGC_573.c00059_NODE_16...region001.gbk	245560	594
SMGC	SMGC_573	SMGC_573.c00018_NODE_70...region001.gbk	244878	693
SMGC	SMGC_134	SMGC_134.c00004_NODE_12...region001.gbk	244878	866
SMGC	SMGC_134	SMGC_134.c00052_NODE_75...region001.gbk	244893	1307
SMGC	SMGC_134	SMGC_134.c00010_NODE_19...region001.gbk	247022	1139
SMGC	SMGC_134	SMGC_134.c00006_NODE_13...region001.gbk	244926	1146
EPIC	LK955	LK955_8.region001.gbk	244878	1012
EPIC	LK955	LK955_9.region001.gbk	246216	1236
EPIC	LK955	LK955_3.region001.gbk	245560	1168
EPIC	LK955	LK955_10.region001.gbk	245027	1084
EPIC	LK941	LK941_27.region001.gbk	247890	981
EPIC	LK941	LK941_13.region001.gbk	244878	961
EPIC	LK941	LK941_22.region001.gbk	246216	1153
EPIC	LK941	LK941_9.region001.gbk	244878	787
EPIC	LK941	LK941_25.region001.gbk	245671	1324
EPIC	LK941	LK941_4.region001.gbk	246695	1018
EPIC	LK941	LK941_11.region001.gbk	245560	1635
SMGC	SMGC_77	SMGC_77.c00027_NODE_27...region001.gbk	246216	859
SMGC	SMGC_77	SMGC_77.c00007_NODE_7_...region001.gbk	245560	1142
SMGC	SMGC_77	SMGC_77.c00013_NODE_13...region001.gbk	245027	937
EPIC	LK1250	LK1250_89.region001.gbk	244878	737
EPIC	LK1250	LK1250_49.region001.gbk	244878	1127
EPIC	LK1250	LK1250_6.region001.gbk	244878	838
EPIC	LK1250	LK1250_1.region001.gbk	246216	1498
EPIC	LK1250	LK1250_40.region001.gbk	247890	1255
EPIC	LK1250	LK1250_8.region001.gbk	246695	1033
EPIC	LK1250	LK1250_31.region001.gbk	246723	1323
SMGC	SMGC_616	SMGC_616.c00002_NODE_6_...region001.gbk	244878	1068
SMGC	SMGC_616	SMGC_616.c00005_NODE_28...region001.gbk	244898	1490
SMGC	SMGC_616	SMGC_616.c00012_NODE_10...region001.gbk	244901	1538
SMGC	SMGC_616	SMGC_616.c00005_NODE_28...region002.gbk	244878	1303
SMGC	SMGC_616	SMGC_616.c00006_NODE_30...region001.gbk	246219	1395
SMGC	SMGC_175	SMGC_175.c00006_NODE_28...region001.gbk	246515	1015
SMGC	SMGC_409	SMGC_409.c00434_NODE_26...region001.gbk	245560	680
SMGC	SMGC_409	SMGC_409.c00394_NODE_22...region001.gbk	245560	582
SMGC	SMGC_409	SMGC_409.c00277_NODE_15...region001.gbk	244878	875
SMGC	SMGC_409	SMGC_409.c00266_NODE_14...region001.gbk	244893	1045
SMGC	SMGC_409	SMGC_409.c00260_NODE_14...region001.gbk	244878	655
SMGC	SMGC_409	SMGC_409.c00230_NODE_12...region001.gbk	244878	645
SMGC	SMGC_409	SMGC_409.c00195_NODE_10...region001.gbk	244878	813
SMGC	SMGC_409	SMGC_409.c00039_NODE_40...region001.gbk	244878	1132
SMGC	SMGC_422	SMGC_422.c00432_NODE_46...region001.gbk	245272	1088
SMGC	SMGC_422	SMGC_422.c00289_NODE_31...region001.gbk	244878	643
SMGC	SMGC_422	SMGC_422.c00074_NODE_13...region001.gbk	244878	654
SMGC	SMGC_422	SMGC_422.c00069_NODE_13...region001.gbk	245560	495
SMGC	SMGC_422	SMGC_422.c00001_NODE_57...region001.gbk	245937	1292
SMGC	SMGC_487	SMGC_487.c00104_NODE_70...region001.gbk	244878	593
SMGC	SMGC_487	SMGC_487.c00100_NODE_33...region001.gbk	245560	595
SMGC	SMGC_487	SMGC_487.c00014_NODE_11...region001.gbk	244878	1026
SMGC	SMGC_487	SMGC_487.c00091_NODE_68...region001.gbk	245560	780
SMGC	SMGC_487	SMGC_487.c00069_NODE_14...region001.gbk	244878	798
SMGC	SMGC_487	SMGC_487.c00007_NODE_64...region001.gbk	246216	1262
SMGC	SMGC_487	SMGC_487.c00003_NODE_30...region001.gbk	245936	1479
SMGC	SMGC_487	SMGC_487.c00010_NODE_10...region002.gbk	244878	1579
SMGC	SMGC_487	SMGC_487.c00059_NODE_10...region001.gbk	245560	1087
SMGC	SMGC_487	SMGC_487.c00015_NODE_12...region001.gbk	247890	1234
SMGC	SMGC_487	SMGC_487.c00020_NODE_18...region001.gbk	245024	1374
SMGC	SMGC_487	SMGC_487.c00058_NODE_97...region001.gbk	247211	1314
SMGC	SMGC_487	SMGC_487.c00018_NODE_17...region001.gbk	246219	1580
SMGC	SMGC_487	SMGC_487.c00010_NODE_10...region001.gbk	246125	947
SMGC	SMGC_487	SMGC_487.c00011_NODE_10...region001.gbk	246125	1737
SMGC	SMGC_487	SMGC_487.c00033_NODE_29...region001.gbk	246125	888
SMGC	SMGC_499	SMGC_499.c00290_NODE_11...region001.gbk	246515	562
SMGC	SMGC_499	SMGC_499.c00172_NODE_80...region001.gbk	244878	739
SMGC	SMGC_499	SMGC_499.c00085_NODE_58...region001.gbk	244878	814
SMGC	SMGC_308	SMGC_308.c00102_NODE_92...region001.gbk	245936	1010
SMGC	SMGC_308	SMGC_308.c00015_NODE_36...region001.gbk	244878	936
SMGC	SMGC_594	SMGC_594.c00267_NODE_11...region001.gbk	246216	826
SMGC	SMGC_357	SMGC_357.c00003_NODE_3_...region001.gbk	244878	746
SMGC	SMGC_357	SMGC_357.c00002_NODE_2_...region001.gbk	244878	816
SMGC	SMGC_357	SMGC_357.c00005_NODE_5_...region001.gbk	244878	880
SMGC	SMGC_357	SMGC_357.c00002_NODE_2_...region002.gbk	246216	1751
SMGC	SMGC_584	SMGC_584.c00507_NODE_97...region001.gbk	244878	589
SMGC	SMGC_584	SMGC_584.c00499_NODE_95...region001.gbk	244878	714
SMGC	SMGC_584	SMGC_584.c00457_NODE_90...region001.gbk	244878	503
SMGC	SMGC_584	SMGC_584.c00413_NODE_80...region001.gbk	244878	490
SMGC	SMGC_584	SMGC_584.c00293_NODE_60...region001.gbk	244878	560
SMGC	SMGC_584	SMGC_584.c00197_NODE_47...region001.gbk	245272	980
SMGC	SMGC_584	SMGC_584.c00188_NODE_45...region001.gbk	245560	641
SMGC	SMGC_584	SMGC_584.c00103_NODE_31...region001.gbk	245560	525
SMGC	SMGC_584	SMGC_584.c00072_NODE_25...region001.gbk	244878	619
SMGC	SMGC_408	SMGC_408.c00651_NODE_12...region001.gbk	244878	453
SMGC	SMGC_408	SMGC_408.c00620_NODE_11...region001.gbk	244878	607
SMGC	SMGC_408	SMGC_408.c00461_NODE_67...region001.gbk	244878	607
SMGC	SMGC_408	SMGC_408.c00123_NODE_19...region001.gbk	244878	322
SMGC	SMGC_267	SMGC_267.c00085_NODE_21...region001.gbk	244878	723
SMGC	SMGC_267	SMGC_267.c00107_NODE_32...region001.gbk	245560	1032
SMGC	SMGC_267	SMGC_267.c00076_NODE_17...region001.gbk	245560	1037
SMGC	SMGC_80	SMGC_80.c00133_NODE_13...region001.gbk	244878	774
SMGC	SMGC_80	SMGC_80.c00039_NODE_39...region001.gbk	246216	1240
SMGC	SMGC_80	SMGC_80.c00061_NODE_61...region001.gbk	245666	1595
SMGC	SMGC_80	SMGC_80.c00025_NODE_25...region001.gbk	245560	1135
SMGC	SMGC_508	SMGC_508.c00008_NODE_30...region001.gbk	244878	1210
SMGC	SMGC_508	SMGC_508.c00004_NODE_17...region001.gbk	246515	856
SMGC	SMGC_508	SMGC_508.c00018_NODE_53...region001.gbk	245271	1462
SMGC	SMGC_508	SMGC_508.c00015_NODE_46...region001.gbk	245560	1850
SMGC	SMGC_619	SMGC_619.c00174_NODE_15...region001.gbk	246216	821
SMGC	SMGC_619	SMGC_619.c00076_NODE_88...region001.gbk	245560	525
SMGC	SMGC_209	SMGC_209.c00103_NODE_36...region001.gbk	244878	932
SMGC	SMGC_209	SMGC_209.c00023_NODE_87...region001.gbk	244878	1248
SMGC	SMGC_209	SMGC_209.c00034_NODE_11...region001.gbk	244878	654
EPIC	LK569	LK569_71.region001.gbk	247890	981
EPIC	LK569	LK569_12.region001.gbk	244878	961
EPIC	LK569	LK569_56.region001.gbk	245560	1195
EPIC	LK569	LK569_7.region001.gbk	246695	956
EPIC	LK569	LK569_9.region001.gbk	244878	787
EPIC	LK569	LK569_1.region001.gbk	246216	1174
SMGC	SMGC_510	SMGC_510.c00017_NODE_14...region001.gbk	246515	1145
SMGC	SMGC_510	SMGC_510.c00001_NODE_2_...region001.gbk	244878	938
SMGC	SMGC_510	SMGC_510.c00005_NODE_11...region001.gbk	244878	1038
SMGC	SMGC_464	SMGC_464.c00253_NODE_20...region001.gbk	244878	506
SMGC	SMGC_464	SMGC_464.c00087_NODE_40...region001.gbk	244878	712
SMGC	SMGC_465	SMGC_465.c01086_NODE_18...region001.gbk	244878	712
SMGC	SMGC_465	SMGC_465.c00526_NODE_82...region001.gbk	244878	503
SMGC	SMGC_465	SMGC_465.c00403_NODE_66...region001.gbk	244878	503
SMGC	SMGC_465	SMGC_465.c00119_NODE_35...region001.gbk	246216	1076
SMGC	SMGC_465	SMGC_465.c00060_NODE_25...region001.gbk	244878	952
SMGC	SMGC_465	SMGC_465.c00031_NODE_21...region001.gbk	245560	796
SMGC	SMGC_465	SMGC_465.c00012_NODE_15...region001.gbk	244878	981
SMGC	SMGC_205	SMGC_205.c00010_NODE_39...region001.gbk	244878	829
SMGC	SMGC_290	SMGC_290.c00347_NODE_22...region001.gbk	244878	593
SMGC	SMGC_290	SMGC_290.c00198_NODE_11...region001.gbk	245666	815
SMGC	SMGC_290	SMGC_290.c00098_NODE_72...region001.gbk	244878	897
SMGC	SMGC_290	SMGC_290.c00064_NODE_57...region001.gbk	246125	690
SMGC	SMGC_290	SMGC_290.c00034_NODE_41...region001.gbk	244878	593
SMGC	SMGC_290	SMGC_290.c00014_NODE_28...region001.gbk	246216	1332
SMGC	SMGC_9	SMGC_9.c00113_NODE_30...region001.gbk	246216	829
SMGC	SMGC_9	SMGC_9.c00037_NODE_48...region001.gbk	245656	852
SMGC	SMGC_9	SMGC_9.c00003_NODE_3_...region001.gbk	245560	1115
SMGC	SMGC_565	SMGC_565.c00509_NODE_45...region001.gbk	244878	725
SMGC	SMGC_114	SMGC_114.c00004_NODE_15...region001.gbk	244878	884
SMGC	SMGC_114	SMGC_114.c00006_NODE_20...region001.gbk	244878	851
SMGC	SMGC_114	SMGC_114.c00038_NODE_97...region001.gbk	245272	1385
SMGC	SMGC_114	SMGC_114.c00003_NODE_14...region001.gbk	245560	1400
SMGC	SMGC_114	SMGC_114.c00020_NODE_43...region001.gbk	245937	1277
SMGC	SMGC_114	SMGC_114.c00015_NODE_36...region001.gbk	246219	1586
SMGC	SMGC_21	SMGC_21.c00175_NODE_29...region001.gbk	245560	481
SMGC	SMGC_21	SMGC_21.c00133_NODE_14...region001.gbk	244893	773
SMGC	SMGC_21	SMGC_21.c00075_NODE_56...region001.gbk	244878	746
SMGC	SMGC_21	SMGC_21.c00020_NODE_12...region001.gbk	244878	1325
SMGC	SMGC_21	SMGC_21.c00037_NODE_23...region001.gbk	247672	835
SMGC	SMGC_391	SMGC_391.c00852_NODE_33...region001.gbk	245560	488
SMGC	SMGC_391	SMGC_391.c00839_NODE_31...region001.gbk	245560	488
SMGC	SMGC_391	SMGC_391.c00823_NODE_30...region001.gbk	244878	593
SMGC	SMGC_391	SMGC_391.c00788_NODE_28...region001.gbk	244878	593
SMGC	SMGC_391	SMGC_391.c00785_NODE_28...region001.gbk	245560	1109
SMGC	SMGC_391	SMGC_391.c00708_NODE_22...region001.gbk	244878	593
SMGC	SMGC_391	SMGC_391.c00666_NODE_20...region001.gbk	244878	592
SMGC	SMGC_391	SMGC_391.c00641_NODE_19...region001.gbk	245560	484
SMGC	SMGC_391	SMGC_391.c00595_NODE_17...region001.gbk	245560	496
SMGC	SMGC_391	SMGC_391.c00563_NODE_15...region001.gbk	245560	582
SMGC	SMGC_391	SMGC_391.c00507_NODE_13...region001.gbk	245560	511
SMGC	SMGC_391	SMGC_391.c00497_NODE_13...region001.gbk	245560	491
SMGC	SMGC_391	SMGC_391.c00482_NODE_12...region001.gbk	245560	503
SMGC	SMGC_391	SMGC_391.c00472_NODE_12...region001.gbk	245560	572
SMGC	SMGC_391	SMGC_391.c00438_NODE_11...region001.gbk	245560	611
SMGC	SMGC_391	SMGC_391.c00387_NODE_10...region001.gbk	244878	609
SMGC	SMGC_391	SMGC_391.c00258_NODE_74...region001.gbk	245560	471
SMGC	SMGC_391	SMGC_391.c00187_NODE_60...region001.gbk	245560	521
SMGC	SMGC_391	SMGC_391.c00136_NODE_52...region001.gbk	245272	661
SMGC	SMGC_391	SMGC_391.c00108_NODE_47...region001.gbk	245560	499
SMGC	SMGC_391	SMGC_391.c00077_NODE_40...region001.gbk	244878	554
SMGC	SMGC_391	SMGC_391.c00066_NODE_38...region001.gbk	245560	722
SMGC	SMGC_534	SMGC_534.c00113_NODE_12...region001.gbk	244878	920
SMGC	SMGC_534	SMGC_534.c00039_NODE_49...region001.gbk	244878	760
SMGC	SMGC_225	SMGC_225.c00018_NODE_18...region001.gbk	245560	576
SMGC	SMGC_225	SMGC_225.c00002_NODE_2_...region004.gbk	244878	968
SMGC	SMGC_225	SMGC_225.c00007_NODE_7_...region001.gbk	245373	1073
SMGC	SMGC_225	SMGC_225.c00001_NODE_1_...region001.gbk	244878	199
SMGC	SMGC_225	SMGC_225.c00005_NODE_5_...region002.gbk	246515	967
SMGC	SMGC_225	SMGC_225.c00002_NODE_2_...region002.gbk	244878	1003
SMGC	SMGC_225	SMGC_225.c00004_NODE_4_...region001.gbk	244878	1128
SMGC	SMGC_225	SMGC_225.c00017_NODE_17...region001.gbk	246125	942
SMGC	SMGC_225	SMGC_225.c00005_NODE_5_...region001.gbk	245560	1214
SMGC	SMGC_225	SMGC_225.c00006_NODE_6_...region001.gbk	246125	689
SMGC	SMGC_225	SMGC_225.c00006_NODE_6_...region002.gbk	245648	1189
SMGC	SMGC_225	SMGC_225.c00015_NODE_15...region001.gbk	246125	1018
SMGC	SMGC_225	SMGC_225.c00004_NODE_4_...region002.gbk	245937	1849
SMGC	SMGC_225	SMGC_225.c00008_NODE_8_...region001.gbk	245874	1691
SMGC	SMGC_225	SMGC_225.c00002_NODE_2_...region003.gbk	247301	1242
SMGC	SMGC_225	SMGC_225.c00005_NODE_5_...region003.gbk	248924	980
SMGC	SMGC_225	SMGC_225.c00001_NODE_1_...region002.gbk	246681	1527
SMGC	SMGC_225	SMGC_225.c00002_NODE_2_...region001.gbk	247340	2279
EPIC	LK553	LK553_55.region001.gbk	247890	1097
EPIC	LK553	LK553_4.region001.gbk	244878	1074
EPIC	LK553	LK553_62.region001.gbk	246695	896
EPIC	LK553	LK553_6.region001.gbk	246216	1532
EPIC	LK553	LK553_16.region001.gbk	244878	1066
EPIC	LK553	LK553_41.region001.gbk	245560	1414
SMGC	SMGC_475	SMGC_475.c00126_NODE_39...region001.gbk	244878	544
SMGC	SMGC_475	SMGC_475.c00064_NODE_19...region001.gbk	246695	1113
SMGC	SMGC_475	SMGC_475.c00051_NODE_17...region001.gbk	246216	1171
SMGC	SMGC_475	SMGC_475.c00032_NODE_13...region001.gbk	245560	1202
SMGC	SMGC_14	SMGC_14.c00018_NODE_25...region001.gbk	246515	1223
EPIC	LK672	LK672_4.region001.gbk	244878	1012
EPIC	LK672	LK672_19.region001.gbk	246216	1135
EPIC	LK672	LK672_6.region001.gbk	245560	1106
EPIC	LK672	LK672_14.region001.gbk	245027	1053
SMGC	SMGC_60	SMGC_60.c00285_NODE_40...region001.gbk	245560	508
SMGC	SMGC_60	SMGC_60.c00229_NODE_19...region001.gbk	245676	886
SMGC	SMGC_60	SMGC_60.c00187_NODE_14...region001.gbk	245560	855
SMGC	SMGC_60	SMGC_60.c00031_NODE_20...region001.gbk	244878	1015
SMGC	SMGC_60	SMGC_60.c00174_NODE_12...region001.gbk	246125	634
SMGC	SMGC_60	SMGC_60.c00114_NODE_70...region001.gbk	244878	799
SMGC	SMGC_60	SMGC_60.c00133_NODE_83...region001.gbk	246125	582
SMGC	SMGC_60	SMGC_60.c00024_NODE_16...region001.gbk	244878	1228
SMGC	SMGC_60	SMGC_60.c00119_NODE_74...region001.gbk	244878	1174
SMGC	SMGC_60	SMGC_60.c00089_NODE_54...region001.gbk	245560	1169
SMGC	SMGC_60	SMGC_60.c00067_NODE_44...region001.gbk	246125	635
SMGC	SMGC_60	SMGC_60.c00001_NODE_51...region001.gbk	246216	1018
SMGC	SMGC_60	SMGC_60.c00028_NODE_19...region001.gbk	245560	1226
SMGC	SMGC_60	SMGC_60.c00039_NODE_24...region001.gbk	246125	732
SMGC	SMGC_60	SMGC_60.c00007_NODE_80...region001.gbk	246125	1272
SMGC	SMGC_60	SMGC_60.c00011_NODE_10...region001.gbk	245560	1442
SMGC	SMGC_60	SMGC_60.c00012_NODE_12...region001.gbk	245024	1469
EPIC	LK1302	LK1302_49.region001.gbk	244878	927
EPIC	LK1302	LK1302_18.region001.gbk	246216	1184
SMGC	SMGC_121	SMGC_121.c00001_NODE_47...region001.gbk	244878	667
SMGC	SMGC_121	SMGC_121.c00008_NODE_86...region001.gbk	244878	1027
SMGC	SMGC_121	SMGC_121.c00016_NODE_10...region001.gbk	244878	1271
SMGC	SMGC_121	SMGC_121.c00033_NODE_18...region001.gbk	244878	783
SMGC	SMGC_121	SMGC_121.c00013_NODE_99...region001.gbk	244878	918
SMGC	SMGC_121	SMGC_121.c00006_NODE_80...region001.gbk	244878	958
SMGC	SMGC_549	SMGC_549.c00042_NODE_15...region001.gbk	244878	985
SMGC	SMGC_549	SMGC_549.c00021_NODE_23...region001.gbk	246216	1150
SMGC	SMGC_549	SMGC_549.c00004_NODE_60...region001.gbk	246216	1604
SMGC	SMGC_549	SMGC_549.c00001_NODE_31...region001.gbk	244878	1713
SMGC	SMGC_549	SMGC_549.c00006_NODE_10...region001.gbk	245560	1467
EPIC	LK1118	LK1118_87.region001.gbk	246697	967
EPIC	LK1118	LK1118_23.region001.gbk	246216	1110
EPIC	LK1118	LK1118_10.region001.gbk	244878	860
EPIC	LK1118	LK1118_17.region001.gbk	246695	968
SMGC	SMGC_306	SMGC_306.c00002_NODE_2_...region001.gbk	247672	889
SMGC	SMGC_306	SMGC_306.c00024_NODE_27...region001.gbk	244893	1353
SMGC	SMGC_600	SMGC_600.c00163_NODE_77...region001.gbk	244878	403
SMGC	SMGC_600	SMGC_600.c00128_NODE_36...region001.gbk	244878	563
SMGC	SMGC_600	SMGC_600.c00168_NODE_15...region001.gbk	244878	900
SMGC	SMGC_600	SMGC_600.c00037_NODE_66...region001.gbk	244878	628
SMGC	SMGC_600	SMGC_600.c00008_NODE_22...region001.gbk	244878	753
SMGC	SMGC_600	SMGC_600.c00023_NODE_44...region001.gbk	244878	960
SMGC	SMGC_562	SMGC_562.c00485_NODE_41...region001.gbk	245560	491
SMGC	SMGC_562	SMGC_562.c00165_NODE_15...region001.gbk	244878	953
SMGC	SMGC_562	SMGC_562.c00085_NODE_96...region001.gbk	246697	943
SMGC	SMGC_201	SMGC_201.c00054_NODE_66...region001.gbk	245560	941
SMGC	SMGC_107	SMGC_107.c00074_NODE_11...region001.gbk	244878	1113
SMGC	SMGC_107	SMGC_107.c00054_NODE_96...region001.gbk	244878	815
SMGC	SMGC_405	SMGC_405.c00678_NODE_13...region001.gbk	244878	322
SMGC	SMGC_405	SMGC_405.c00084_NODE_19...region001.gbk	245271	807
SMGC	SMGC_405	SMGC_405.c00043_NODE_14...region001.gbk	244893	845
SMGC	SMGC_372	SMGC_372.c00018_NODE_37...region001.gbk	246473	1255
EPIC	LK489	LK489_13.region001.gbk	244878	793
EPIC	LK489	LK489_9.region001.gbk	244878	1090
EPIC	LK489	LK489_1.region001.gbk	244878	909
EPIC	LK489	LK489_4.region001.gbk	244878	1622
EPIC	LK1054	LK1054_184.region001.gbk	245560	493
EPIC	LK1054	LK1054_7.region001.gbk	244878	896
EPIC	LK1054	LK1054_137.region001.gbk	244878	799
EPIC	LK1054	LK1054_142.region001.gbk	246125	634
EPIC	LK1054	LK1054_126.region001.gbk	246125	547
EPIC	LK1054	LK1054_100.region001.gbk	244878	1228
EPIC	LK1054	LK1054_109.region001.gbk	245560	586
EPIC	LK1054	LK1054_103.region001.gbk	245560	550
EPIC	LK1054	LK1054_98.region001.gbk	245560	685
EPIC	LK1054	LK1054_3.region001.gbk	246216	971
EPIC	LK1054	LK1054_4.region001.gbk	244878	1379
EPIC	LK1054	LK1054_85.region001.gbk	244878	1151
EPIC	LK1054	LK1054_62.region001.gbk	245336	1407
EPIC	LK1054	LK1054_1.region001.gbk	247073	751
EPIC	LK1054	LK1054_67.region001.gbk	245560	1132
EPIC	LK1054	LK1054_11.region001.gbk	245900	1320
EPIC	LK1054	LK1054_53.region001.gbk	246125	827
EPIC	LK1054	LK1054_29.region001.gbk	246125	971
EPIC	LK1054	LK1054_10.region001.gbk	247072	964
EPIC	LK1054	LK1054_6.region001.gbk	245024	1498
EPIC	LK1379	LK1379_47.region001.gbk	247890	913
EPIC	LK1379	LK1379_10.region001.gbk	244878	961
EPIC	LK1379	LK1379_40.region001.gbk	246216	1126
EPIC	LK1379	LK1379_11.region001.gbk	246695	956
EPIC	LK1379	LK1379_3.region001.gbk	244878	787
EPIC	LK1379	LK1379_26.region001.gbk	245560	1500
SMGC	SMGC_228	SMGC_228.c00004_NODE_4_...region001.gbk	244878	1054
SMGC	SMGC_228	SMGC_228.c00006_NODE_6_...region001.gbk	244878	725
SMGC	SMGC_228	SMGC_228.c00003_NODE_3_...region002.gbk	246216	1281
SMGC	SMGC_228	SMGC_228.c00005_NODE_5_...region001.gbk	246221	728
SMGC	SMGC_228	SMGC_228.c00001_NODE_1_...region001.gbk	246697	1514
SMGC	SMGC_228	SMGC_228.c00001_NODE_1_...region002.gbk	245560	1811
SMGC	SMGC_228	SMGC_228.c00003_NODE_3_...region001.gbk	246219	1660
SMGC	SMGC_185	SMGC_185.c00536_NODE_12...region001.gbk	244878	445
SMGC	SMGC_185	SMGC_185.c00297_NODE_63...region001.gbk	244878	689
SMGC	SMGC_586	SMGC_586.c00581_NODE_42...region001.gbk	244878	451
SMGC	SMGC_586	SMGC_586.c00440_NODE_30...region001.gbk	244878	437
SMGC	SMGC_586	SMGC_586.c00321_NODE_21...region001.gbk	245560	652
SMGC	SMGC_586	SMGC_586.c00186_NODE_14...region001.gbk	244878	638
SMGC	SMGC_396	SMGC_396.c00011_NODE_65...region001.gbk	244878	672
SMGC	SMGC_396	SMGC_396.c00021_NODE_96...region001.gbk	244878	493
EPIC	LK1128	LK1128_72.region001.gbk	244878	757
EPIC	LK1128	LK1128_16.region001.gbk	246216	1656
EPIC	LK1128	LK1128_40.region001.gbk	245560	829
SMGC	SMGC_460	SMGC_460.c00750_NODE_11...region001.gbk	246697	1048
SMGC	SMGC_460	SMGC_460.c00723_NODE_10...region001.gbk	245648	1082
SMGC	SMGC_460	SMGC_460.c00720_NODE_98...region001.gbk	245560	491
SMGC	SMGC_460	SMGC_460.c00663_NODE_84...region001.gbk	245648	781
SMGC	SMGC_460	SMGC_460.c00642_NODE_79...region001.gbk	245666	1271
SMGC	SMGC_460	SMGC_460.c00631_NODE_75...region001.gbk	245255	859
SMGC	SMGC_460	SMGC_460.c00559_NODE_61...region001.gbk	245648	842
SMGC	SMGC_460	SMGC_460.c00550_NODE_59...region001.gbk	245085	997
SMGC	SMGC_460	SMGC_460.c00521_NODE_54...region001.gbk	249011	1098
SMGC	SMGC_460	SMGC_460.c00494_NODE_49...region001.gbk	245560	678
SMGC	SMGC_460	SMGC_460.c00408_NODE_39...region001.gbk	244878	588
SMGC	SMGC_460	SMGC_460.c00401_NODE_38...region001.gbk	245936	738
SMGC	SMGC_460	SMGC_460.c00371_NODE_35...region001.gbk	246216	1247
SMGC	SMGC_460	SMGC_460.c00308_NODE_29...region001.gbk	245560	641
SMGC	SMGC_460	SMGC_460.c00286_NODE_26...region001.gbk	244878	1200
SMGC	SMGC_460	SMGC_460.c00275_NODE_26...region001.gbk	245648	848
SMGC	SMGC_460	SMGC_460.c00269_NODE_25...region001.gbk	245560	894
SMGC	SMGC_460	SMGC_460.c00197_NODE_21...region001.gbk	245560	698
SMGC	SMGC_460	SMGC_460.c00162_NODE_17...region001.gbk	245560	1120
SMGC	SMGC_460	SMGC_460.c00159_NODE_17...region001.gbk	245648	1197
SMGC	SMGC_460	SMGC_460.c00148_NODE_16...region001.gbk	245648	713
SMGC	SMGC_460	SMGC_460.c00003_NODE_38...region001.gbk	244878	1174
SMGC	SMGC_460	SMGC_460.c00124_NODE_15...region001.gbk	246679	1268
SMGC	SMGC_460	SMGC_460.c00123_NODE_15...region001.gbk	245826	1362
SMGC	SMGC_460	SMGC_460.c00100_NODE_13...region001.gbk	245312	1213
SMGC	SMGC_460	SMGC_460.c00092_NODE_12...region001.gbk	245560	646
SMGC	SMGC_460	SMGC_460.c00084_NODE_11...region001.gbk	245272	1230
SMGC	SMGC_460	SMGC_460.c00077_NODE_11...region001.gbk	245666	1035
SMGC	SMGC_460	SMGC_460.c00061_NODE_97...region001.gbk	245936	914
SMGC	SMGC_460	SMGC_460.c00059_NODE_96...region001.gbk	245560	891
SMGC	SMGC_460	SMGC_460.c00042_NODE_84...region001.gbk	245560	991
SMGC	SMGC_460	SMGC_460.c00027_NODE_72...region001.gbk	245560	851
SMGC	SMGC_75	SMGC_75.c00008_NODE_8_...region001.gbk	246216	830
